X,Y,FID,FID_1,LABELID,POINT_X,POINT_Y,FID_2,COMUNAREAL,VAL_COM,OBJECTID,A_O,IDACCIDENT,REGION,COD_COMUN,COMUNA,CALLE_UNO,CALLE_DOS,NUMERO,DIR_GEOCOD,PAIS,TIPO,OBJECTID_1,Año,Idaccide_1,Claseaccid,Fecha,Hora,Cód_Regi,Región,Cód_Comun,Comuna_1,Cód_Tipo_,Tipo_Accid,Cód_Tipo1,Tipo__CONA,Cód_Zona,Zona,Cód_Ubica,Ubicación,Cód_Causa,Causa__CON,Cód_Cau_1,Causa,Cód_Calle,Calle_Un_1,Cód_Cal_1,Calle_Do_1,Intersecci,Número,Ruta,Cód_Ruta,Ubicaci_1,Km_Vía_Fe,Pistas_de_,Pistas_de1,Cód_Calza,Calzada,Cód__Tipo,Tipo_Calza,Cód_Estad,Estado_Cal,Cód_Condi,Condición,Cód_Est_1,Estado_Atm,Fallecidos,Graves,Menos_Grav,Leves,Ilesos
-8129386.45161509,-4412765.92717035,1212,9267,1398517,-73.027521,-36.810789,95,CONCEPCION,1,50107,2021,1398517,REGION BIO BIO,8101,CONCEPCION,GENERAL BONILLA,TEGUALDA,0,"GENERAL BONILLA & TEGUALDA, CONCEPCION",CHILE,GEOMETRIC_CENTER,68245,2021,1398517,1,2021/11/13 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,0,GENERAL BONILLA,0,TEGUALDA,GENERAL BONILLA - TEGUALDA,0, , , , ,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,4,2
-8129386.45161509,-4412765.92717035,1213,9268,1398520,-73.027521,-36.810789,95,CONCEPCION,1,50240,2021,1398520,REGION BIO BIO,8101,CONCEPCION,GENERAL BONILLA,JUAN BOSCO,0,"GENERAL BONILLA & JUAN BOSCO, CONCEPCION",CHILE,GEOMETRIC_CENTER,68429,2021,1398520,1,2021/11/14 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,33,COLISION POR ALCANCE,30,COLISION,1,URBANA,24,ROTONDA,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,0,GENERAL BONILLA,0,JUAN BOSCO,GENERAL BONILLA - JUAN BOSCO,0, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,2,1
-8129386.45161509,-4412765.92717035,1214,9269,1399562,-73.027521,-36.810789,95,CONCEPCION,1,52663,2021,1399562,REGION BIO BIO,8101,CONCEPCION,GENERAL BONILLA,TEGUALDA,0,"GENERAL BONILLA & TEGUALDA, CONCEPCION",CHILE,GEOMETRIC_CENTER,71573,2021,1399562,1,2021/11/26 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,30,COLISION,30,COLISION,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,1,IMPRUDENCIA DEL CONDUCTOR,29,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,0,GENERAL BONILLA,0,TEGUALDA,GENERAL BONILLA - TEGUALDA,0, , , , ,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,2,0,0,1
-8129386.45161509,-4412765.92717035,1215,9270,1403404,-73.027521,-36.810789,95,CONCEPCION,1,54217,2021,1403404,REGION BIO BIO,8101,CONCEPCION,GENERAL BONILLA,TEGUALDA,0,"GENERAL BONILLA & TEGUALDA, CONCEPCION",CHILE,GEOMETRIC_CENTER,73664,2021,1403404,1,2021/12/04 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,33,COLISION POR ALCANCE,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,0,GENERAL BONILLA,0,TEGUALDA,GENERAL BONILLA - TEGUALDA,0, , , , ,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,4,2
-8129386.45161509,-4412765.92717035,1216,9271,1406273,-73.027521,-36.810789,95,CONCEPCION,1,57628,2021,1406273,REGION BIO BIO,8101,CONCEPCION,ROTONDA PALOMARES,CHILE,0,"ROTONDA PALOMARES & CHILE, CONCEPCION",CHILE,GEOMETRIC_CENTER,78249,2021,1406273,1,2021/12/21 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,24,ROTONDA,10,DESOBEDIENCIA A SEÑALIZACION,64,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,0,ROTONDA PALOMARES,0,CHILE,CHILE - ROTONDA PALOMARES,0, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8129386.45161509,-4412765.92717035,1217,9272,1406885,-73.027521,-36.810789,95,CONCEPCION,1,57754,2021,1406885,REGION BIO BIO,8101,CONCEPCION,GENERAL BONILLA,TEGUALDA,0,"GENERAL BONILLA & TEGUALDA, CONCEPCION",CHILE,GEOMETRIC_CENTER,78409,2021,1406885,1,2021/12/22 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,16,CRUCE SIN SEÑALIZACION,1,IMPRUDENCIA DEL CONDUCTOR,91,VIRAJES INDEBIDOS,0,GENERAL BONILLA,0,TEGUALDA,GENERAL BONILLA - TEGUALDA,0, , , , ,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8129386.45161509,-4412765.92717035,1218,9273,1409630,-73.027521,-36.810789,95,CONCEPCION,1,59244,2021,1409630,REGION BIO BIO,8101,CONCEPCION,GENERAL BONILLA,TEGUALDA,0,"GENERAL BONILLA & TEGUALDA, CONCEPCION",CHILE,GEOMETRIC_CENTER,80489,2021,1409630,1,2021/12/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,9,PERDIDA CONTROL VEHICULO,95,PERDIDA CONTROL VEHICULO,0,GENERAL BONILLA,0,TEGUALDA,GENERAL BONILLA - TEGUALDA,0, , , , ,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,1,0,0,0,1
-8134885.47861299,-4412756.09691563,1219,9274,1364348,-73.0769196,-36.8107183,95,CONCEPCION,0,28748,2021,1364348,REGION BIO BIO,8103,CHIGUAYANTE,TENIENTE RIQUELME,IV CENTENARIO,0,"TENIENTE RIQUELME & IV CENTENARIO, CHIGUAYANTE",CHILE,GEOMETRIC_CENTER,39723,2021,1364348,1,2021/07/20 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8103,CHIGUAYANTE,50,CHOQUE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,14,OTRAS CAUSAS,98,OTRAS CAUSAS,0,TENIENTE RIQUELME,0,IV CENTENARIO,IV CENTENARIO - TENIENTE RIQUELME,0, , , , ,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1
-8134833.4256191,-4412751.10531876,1220,9275,1325891,-73.076452,-36.8106824,95,CONCEPCION,0,1685,2021,1325891,REGION BIO BIO,8103,CHIGUAYANTE,CUARTO CENTENARIO,ESTER RIQUELME,0,"CUARTO CENTENARIO & ESTER RIQUELME, CHIGUAYANTE",CHILE,GEOMETRIC_CENTER,2326,2021,1325891,1,2021/01/12 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8103,CHIGUAYANTE,50,CHOQUE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,13,CAUSAS NO DETERMINADAS,97,CAUSAS NO DETERMINADAS,0,CUARTO CENTENARIO,0,ESTER RIQUELME,CUARTO CENTENARIO - ESTER RIQUELME,0, , , , ,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8135056.42082305,-4412739.0226051,1221,9276,1386619,-73.0784552,-36.8105955,95,CONCEPCION,1,43450,2021,1386619,REGION BIO BIO,8101,CONCEPCION,CAPITAN ORELLA, ,138,"CAPITAN ORELLA 138, CONCEPCION",CHILE,RANGE_INTERPOLATED,59426,2021,1386619,1,2021/10/09 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,CAPITAN ORELLA,0, ,- CAPITAN ORELLA,138, , , , ,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8129595.75452168,-4412735.14334781,1222,9277,1402851,-73.0294012,-36.8105676,95,CONCEPCION,1,55114,2021,1402851,REGION BIO BIO,8101,CONCEPCION,LORENZO ARENAS, ,245,"LORENZO ARENAS 245, CONCEPCION",CHILE,RANGE_INTERPOLATED,74882,2021,1402851,1,2021/12/09 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,50,CHOQUE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,13,CAUSAS NO DETERMINADAS,97,CAUSAS NO DETERMINADAS,0,LORENZO ARENAS,0, ,- LORENZO ARENAS,245, , , , ,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,5
-8132999.51493192,-4412731.94539484,1223,9278,1340216,-73.0599777,-36.8105446,95,CONCEPCION,1,11775,2021,1340216,REGION BIO BIO,8101,CONCEPCION,ALMIRANTE RIVEROS NORTE, ,1852,"ALMIRANTE RIVEROS NORTE 1852, CONCEPCION",CHILE,RANGE_INTERPOLATED,16301,2021,1340216,1,2021/03/25 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,50,CHOQUE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,4,ALCOHOL EN CONDUCTOR,24,CONDUCCION EN ESTADO DE EBRIEDAD,0,ALMIRANTE RIVEROS NORTE,0, ,- ALMIRANTE RIVEROS NORTE,1852, , , , ,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1
-8134426.48608855,-4412723.89490009,1224,9279,1323410,-73.0727964,-36.8104867,95,CONCEPCION,0,71,2021,1323410,REGION BIO BIO,8107,PENCO,21 DE MAYO, ,2712,"21 DE MAYO 2712, PENCO",CHILE,RANGE_INTERPOLATED,108,2021,1323410,1,2021/01/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8107,PENCO,99,OTRO TIPO,99,OTRO TIPO,1,URBANA,1,TRAMO DE VIA RECTA,13,CAUSAS NO DETERMINADAS,97,CAUSAS NO DETERMINADAS,0,21 DE MAYO,0, ,- 21 DE MAYO,2712, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1
-8129529.93130678,-4412721.5729105,1225,9280,1393458,-73.0288099,-36.81047,95,CONCEPCION,1,48425,2021,1393458,REGION BIO BIO,8101,CONCEPCION,LORENZO ARENAS, ,278,"LORENZO ARENAS 278, CONCEPCION",CHILE,RANGE_INTERPOLATED,66025,2021,1393458,1,2021/11/05 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,50,CHOQUE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,LORENZO ARENAS,0, ,- LORENZO ARENAS,278, , , , ,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8130241.26285294,-4412717.76318019,1226,9281,1333256,-73.0351999,-36.8104426,95,CONCEPCION,1,7126,2021,1333256,REGION BIO BIO,8101,CONCEPCION,CAMILO HENRIQUEZ,BAQUEDANO,0,"CAMILO HENRIQUEZ & BAQUEDANO, CONCEPCION",CHILE,GEOMETRIC_CENTER,10005,2021,1333256,1,2021/02/22 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,30,COLISION,30,COLISION,1,URBANA,26,OTROS NO CONSIDERADOS,13,CAUSAS NO DETERMINADAS,97,CAUSAS NO DETERMINADAS,0,CAMILO HENRIQUEZ,0,BAQUEDANO,BAQUEDANO - CAMILO HENRIQUEZ,0, , , , ,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,3
-8130241.26285294,-4412717.76318019,1227,9282,1402668,-73.0351999,-36.8104426,95,CONCEPCION,1,51279,2021,1402668,REGION BIO BIO,8101,CONCEPCION,CAMILO HENRIQUEZ,BAQUEDANO,0,"CAMILO HENRIQUEZ & BAQUEDANO, CONCEPCION",CHILE,GEOMETRIC_CENTER,69757,2021,1402668,1,2021/11/19 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,50,CHOQUE,40,CHOQUE,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,13,CAUSAS NO DETERMINADAS,97,CAUSAS NO DETERMINADAS,0,CAMILO HENRIQUEZ,0,BAQUEDANO,BAQUEDANO - CAMILO HENRIQUEZ,0, , , , ,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8134578.59304077,-4412716.31715152,1228,9283,1343973,-73.0741628,-36.8104322,95,CONCEPCION,0,13877,2021,1343973,REGION BIO BIO,8103,CHIGUAYANTE,21 DE MAYO,SANTA CRUZ,0,"21 DE MAYO & SANTA CRUZ, CHIGUAYANTE",CHILE,GEOMETRIC_CENTER,19186,2021,1343973,1,2021/04/14 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8103,CHIGUAYANTE,30,COLISION,30,COLISION,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,21 DE MAYO,0,SANTA CRUZ,21 DE MAYO - SANTA CRUZ,0, , , , ,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8133101.81754396,-4412696.51770183,1229,9284,1329580,-73.0608967,-36.8102898,95,CONCEPCION,1,4145,2021,1329580,REGION BIO BIO,8101,CONCEPCION,ALMIRANTE RIVEROS NORTE, ,1872,"ALMIRANTE RIVEROS NORTE 1872, CONCEPCION",CHILE,RANGE_INTERPOLATED,5812,2021,1329580,1,2021/01/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,99,OTRO TIPO,99,OTRO TIPO,1,URBANA,26,OTROS NO CONSIDERADOS,9,PERDIDA CONTROL VEHICULO,95,PERDIDA CONTROL VEHICULO,0,ALMIRANTE RIVEROS NORTE,0, ,- ALMIRANTE RIVEROS NORTE,1872, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1
-8132111.06294395,-4412682.90560153,1230,9285,1381773,-73.0519966,-36.8101919,95,CONCEPCION,1,40474,2021,1381773,REGION BIO BIO,8101,CONCEPCION,EJERCITO,ONGOLMO,0,"EJERCITO & ONGOLMO, CONCEPCION",CHILE,GEOMETRIC_CENTER,55550,2021,1381773,1,2021/09/23 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,50,CHOQUE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,14,OTRAS CAUSAS,98,OTRAS CAUSAS,0,EJERCITO,0,ONGOLMO,EJERCITO - ONGOLMO,0, , , , ,3,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8131077.69524287,-4412680.11088237,1231,9286,1402728,-73.0427137,-36.8101718,95,CONCEPCION,1,53358,2021,1402728,REGION BIO BIO,8101,CONCEPCION,VICU??ªA MACKENA,LIENTUR,0,"VICU??ªA MACKENA & LIENTUR, CONCEPCION",CHILE,GEOMETRIC_CENTER,72532,2021,1402728,1,2021/11/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,13,CAUSAS NO DETERMINADAS,97,CAUSAS NO DETERMINADAS,0,VICUÑA MACKENA,0,LIENTUR,LIENTUR - VICUÑA MACKENA,0, , , , ,3,3,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1
-8132056.7279005,-4412679.33225428,1232,9287,1381083,-73.0515085,-36.8101662,95,CONCEPCION,1,39980,2021,1381083,REGION BIO BIO,8101,CONCEPCION,EJERCITO, ,1232,"EJERCITO 1232, CONCEPCION",CHILE,RANGE_INTERPOLATED,54919,2021,1381083,1,2021/09/20 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,50,CHOQUE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,13,CAUSAS NO DETERMINADAS,97,CAUSAS NO DETERMINADAS,0,EJERCITO,0, ,- EJERCITO,1232, , , , ,3,3,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8129544.85925049,-4412676.0787018,1233,9288,1376668,-73.028944,-36.8101428,95,CONCEPCION,0,36691,2021,1376668,REGION BIO BIO,8103,CHIGUAYANTE,LORENZO ARENAS,JOSE MIGUEL GARCIA,0,"LORENZO ARENAS & JOSE MIGUEL GARCIA, CHIGUAYANTE",CHILE,GEOMETRIC_CENTER,50452,2021,1376668,1,2021/09/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8103,CHIGUAYANTE,50,CHOQUE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,4,ALCOHOL EN CONDUCTOR,24,CONDUCCION EN ESTADO DE EBRIEDAD,0,LORENZO ARENAS,0,JOSE MIGUEL GARCIA,JOSE MIGUEL GARCIA - LORENZO ARENAS,0, , , , ,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1
-8134628.31945731,-4412639.37202477,1234,9289,1403294,-73.0746095,-36.8098788,95,CONCEPCION,1,53738,2021,1403294,REGION BIO BIO,8101,CONCEPCION,21 DE MAYO, ,2860,"21 DE MAYO 2860, CONCEPCION",CHILE,RANGE_INTERPOLATED,73031,2021,1403294,1,2021/12/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,29,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,0,21 DE MAYO,0, ,- 21 DE MAYO,2860, , , , ,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8133876.32290116,-4412635.95163631,1235,9290,1379873,-73.0678542,-36.8098542,95,CONCEPCION,1,39188,2021,1379873,REGION BIO BIO,8101,CONCEPCION,LAGUNA REDONDA,DIEGO DE ALMAGRO,0,"LAGUNA REDONDA & DIEGO DE ALMAGRO, CONCEPCION",CHILE,GEOMETRIC_CENTER,53816,2021,1379873,1,2021/09/16 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,34,COLISION PERPENDICULAR,30,COLISION,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,10,DESOBEDIENCIA A SEÑALIZACION,64,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,0,LAGUNA REDONDA,0,DIEGO DE ALMAGRO,DIEGO DE ALMAGRO - LAGUNA REDONDA,0, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8134516.48789686,-4412622.42303745,1236,9291,1356440,-73.0736049,-36.8097569,95,CONCEPCION,0,17530,2021,1356440,REGION BIO BIO,8103,CHIGUAYANTE,MARINA DE CHILE,SANTA RUZ,0,"MARINA DE CHILE & SANTA RUZ, CHIGUAYANTE",CHILE,GEOMETRIC_CENTER,24154,2021,1356440,1,2021/05/11 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8103,CHIGUAYANTE,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,MARINA DE CHILE,0,SANTA RUZ,MARINA DE CHILE - SANTA RUZ,0, , , , ,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1
-8131967.98400244,-4412609.17253539,1237,9292,1323553,-73.0507113,-36.8096616,95,CONCEPCION,1,415,2021,1323553,REGION BIO BIO,8101,CONCEPCION,PAICAVI,EJERCITO,0,"PAICAVI & EJERCITO, CONCEPCION",CHILE,GEOMETRIC_CENTER,595,2021,1323553,1,2021/01/04 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,13,CAUSAS NO DETERMINADAS,97,CAUSAS NO DETERMINADAS,0,PAICAVI,0,EJERCITO,EJERCITO - PAICAVI,0, , , , ,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,1,0,0,1
-8131967.98400244,-4412609.17253539,1238,9293,1335021,-73.0507113,-36.8096616,95,CONCEPCION,1,7476,2021,1335021,REGION BIO BIO,8101,CONCEPCION,PAICAVI,EJERCITO,0,"PAICAVI & EJERCITO, CONCEPCION",CHILE,GEOMETRIC_CENTER,10509,2021,1335021,1,2021/02/24 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,50,CHOQUE,40,CHOQUE,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,13,CAUSAS NO DETERMINADAS,97,CAUSAS NO DETERMINADAS,0,PAICAVI,0,EJERCITO,EJERCITO - PAICAVI,0, , , , ,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1
-8131967.98400244,-4412609.17253539,1239,9294,1344624,-73.0507113,-36.8096616,95,CONCEPCION,1,14426,2021,1344624,REGION BIO BIO,8101,CONCEPCION,PAICAVI,EJERCITO,0,"PAICAVI & EJERCITO, CONCEPCION",CHILE,GEOMETRIC_CENTER,19887,2021,1344624,1,2021/04/18 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,13,CAUSAS NO DETERMINADAS,97,CAUSAS NO DETERMINADAS,0,PAICAVI,0,EJERCITO,EJERCITO - PAICAVI,0, , , , ,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,1,0,1
-8131967.98400244,-4412609.17253539,1240,9295,1387461,-73.0507113,-36.8096616,95,CONCEPCION,1,44892,2021,1387461,REGION BIO BIO,8101,CONCEPCION,EJERCITO,PAICAVI,0,"EJERCITO & PAICAVI, CONCEPCION",CHILE,GEOMETRIC_CENTER,61359,2021,1387461,1,2021/10/17 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,30,COLISION,30,COLISION,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,EJERCITO,0,PAICAVI,EJERCITO - PAICAVI,0, , , , ,3,3,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8131967.98400244,-4412609.17253539,1241,9296,1393414,-73.0507113,-36.8096616,95,CONCEPCION,1,47988,2021,1393414,REGION BIO BIO,8101,CONCEPCION,PAICAVI,EJERCITO,0,"PAICAVI & EJERCITO, CONCEPCION",CHILE,GEOMETRIC_CENTER,65470,2021,1393414,1,2021/11/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,50,CHOQUE,40,CHOQUE,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,13,CAUSAS NO DETERMINADAS,97,CAUSAS NO DETERMINADAS,0,PAICAVI,0,EJERCITO,EJERCITO - PAICAVI,0, , , , ,3,3,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8134766.58939682,-4412596.88142336,1242,9297,1370229,-73.0758516,-36.8095732,95,CONCEPCION,0,32227,2021,1370229,REGION BIO BIO,8103,CHIGUAYANTE,21 DE MAYO,IV CENTENARIO,0,"21 DE MAYO & IV CENTENARIO, CHIGUAYANTE",CHILE,GEOMETRIC_CENTER,44473,2021,1370229,1,2021/08/08 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8103,CHIGUAYANTE,70,VOLCADURA,70,VOLCADURA,1,URBANA,1,TRAMO DE VIA RECTA,10,DESOBEDIENCIA A SEÑALIZACION,62,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,0,21 DE MAYO,0,IV CENTENARIO,21 DE MAYO - IV CENTENARIO,0, , , , ,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,1,0,0,1
-8131356.72867849,-4412593.93378322,1243,9298,1404982,-73.0452203,-36.809552,95,CONCEPCION,1,54587,2021,1404982,REGION BIO BIO,8101,CONCEPCION,CALLE DOS, ,23,"CALLE DOS 23, CONCEPCION",CHILE,RANGE_INTERPOLATED,74192,2021,1404982,1,2021/12/06 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,99,OTRO TIPO,99,OTRO TIPO,1,URBANA,1,TRAMO DE VIA RECTA,14,OTRAS CAUSAS,98,OTRAS CAUSAS,0,CALLE DOS,0, ,- CALLE DOS,23, , , , ,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1
