X,Y,FID,FID_1,LABELID,POINT_X,POINT_Y,FID_2,COMUNAREAL,VAL_COM,OBJECTID,A_O,IDACCIDENT,REGION,COD_COMUN,COMUNA,CALLE_UNO,CALLE_DOS,NUMERO,DIR_GEOCOD,PAIS,TIPO,OBJECTID_1,Año,Idaccide_1,Claseaccid,Fecha,Hora,Cód_Regi,Región,Cód_Comun,Comuna_1,Cód_Tipo_,Tipo_Accid,Cód_Tipo1,Tipo__CONA,Cód_Zona,Zona,Cód_Ubica,Ubicación,Cód_Causa,Causa__CON,Cód_Cau_1,Causa,Cód_Calle,Calle_Un_1,Cód_Cal_1,Calle_Do_1,Intersecci,Número,Ruta,Cód_Ruta,Ubicaci_1,Km_Vía_Fe,Pistas_de_,Pistas_de1,Cód_Calza,Calzada,Cód__Tipo,Tipo_Calza,Cód_Estad,Estado_Cal,Cód_Condi,Condición,Cód_Est_1,Estado_Atm,Fallecidos,Graves,Menos_Grav,Leves,Ilesos
-8131765.91686275,-4415142.55686617,1,8445,1405999,-73.0488961,-36.82788,95,CONCEPCION,1,56289,2021,1405999,REGION BIO BIO,8101,CONCEPCION,O'HIGGINS,PADRE HURTADO,0,"O'HIGGINS & PADRE HURTADO, CONCEPCION",CHILE,GEOMETRIC_CENTER,76506,2021,1405999,1,2021/12/15 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,0,O'HIGGINS,0,PADRE HURTADO,O'HIGGINS - PADRE HURTADO,0, , , , ,4,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8131765.91686275,-4415142.55686617,2,8446,1408741,-73.0488961,-36.82788,95,CONCEPCION,1,58796,2021,1408741,REGION BIO BIO,8101,CONCEPCION,O'HIGGINS,PADRE HURTADO,0,"O'HIGGINS & PADRE HURTADO, CONCEPCION",CHILE,GEOMETRIC_CENTER,79907,2021,1408741,1,2021/12/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,53,CHOQUE POSTERIOR,40,CHOQUE,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,0,O'HIGGINS,0,PADRE HURTADO,O'HIGGINS - PADRE HURTADO,0, , , , ,4,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8132296.61027121,-4415140.45686545,3,8447,1373918,-73.0536634,-36.8278649,95,CONCEPCION,1,35041,2021,1373918,REGION BIO BIO,8101,CONCEPCION,LINCOYAN,BARROS ARANA,0,"LINCOYAN & BARROS ARANA, CONCEPCION",CHILE,GEOMETRIC_CENTER,48302,2021,1373918,1,2021/08/24 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,LINCOYAN,0,BARROS ARANA,BARROS ARANA - LINCOYAN,0, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8131599.0155502,-4415138.32905056,4,8448,1377936,-73.0473968,-36.8278496,95,CONCEPCION,1,37793,2021,1377936,REGION BIO BIO,8101,CONCEPCION,SAN MARTIN,COLO COLO,0,"SAN MARTIN & COLO COLO, CONCEPCION",CHILE,GEOMETRIC_CENTER,51934,2021,1377936,1,2021/09/08 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,33,COLISION POR ALCANCE,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,0,SAN MARTIN,0,COLO COLO,COLO COLO - SAN MARTIN,0, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8131248.90461971,-4415136.68799101,5,8449,1336034,-73.0442517,-36.8278378,95,CONCEPCION,1,4663,2021,1336034,REGION BIO BIO,8101,CONCEPCION,TUCAPEL,COCHRANE,0,"TUCAPEL & COCHRANE, CONCEPCION",CHILE,GEOMETRIC_CENTER,6533,2021,1336034,1,2021/02/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,1,IMPRUDENCIA DEL CONDUCTOR,91,VIRAJES INDEBIDOS,0,TUCAPEL,0,COCHRANE,COCHRANE - TUCAPEL,0, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8132092.14976247,-4415135.85355405,6,8450,1387177,-73.0518267,-36.8278318,95,CONCEPCION,1,44431,2021,1387177,REGION BIO BIO,8101,CONCEPCION,RAMON CARRASCO,ALONSO DE GARCIA,0,"RAMON CARRASCO & ALONSO DE GARCIA, CONCEPCION",CHILE,GEOMETRIC_CENTER,60744,2021,1387177,1,2021/10/14 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,2,IMPRUDENCIA DEL PEATON,51,PEATON PERMANECE SOBRE LA CALZADA,0,RAMON CARRASCO,0,ALONSO DE GARCIA,ALONSO DE GARCIA - RAMON CARRASCO,0, , , , ,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1
-8125712.71917578,-4415130.2489208,7,8451,1397188,-72.9945193,-36.8277915,95,CONCEPCION,1,47806,2021,1397188,REGION BIO BIO,8101,CONCEPCION,NONGUEN, ,81,"NONGUEN 81, CONCEPCION",CHILE,RANGE_INTERPOLATED,65234,2021,1397188,1,2021/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,50,CHOQUE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,NONGUEN,0, ,- NONGUEN,81, , , , ,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8130892.69338112,-4415128.26018069,8,8452,1405167,-73.0410518,-36.8277772,95,CONCEPCION,1,55445,2021,1405167,REGION BIO BIO,8101,CONCEPCION,ONGOLMO,CHACABUCO,0,"ONGOLMO & CHACABUCO, CONCEPCION",CHILE,GEOMETRIC_CENTER,75313,2021,1405167,1,2021/12/10 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,34,COLISION PERPENDICULAR,30,COLISION,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,4,ALCOHOL EN CONDUCTOR,24,CONDUCCION EN ESTADO DE EBRIEDAD,0,ONGOLMO,0,CHACABUCO,CHACABUCO - ONGOLMO,0, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8131754.47321909,-4415127.7595189,9,8453,1380013,-73.0487933,-36.8277736,95,CONCEPCION,0,39401,2021,1380013,REGION BIO BIO,8111,TOME,VIOLETA PARRA,EDUARDO PARRA,0,"VIOLETA PARRA & EDUARDO PARRA, TOME",CHILE,GEOMETRIC_CENTER,54115,2021,1380013,1,2021/09/17 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8111,TOME,34,COLISION PERPENDICULAR,30,COLISION,2,RURAL,16,CRUCE SIN SEÑALIZACION,9,PERDIDA CONTROL VEHICULO,95,PERDIDA CONTROL VEHICULO,0,VIOLETA PARRA,0,EDUARDO PARRA,EDUARDO PARRA - VIOLETA PARRA,0, , , , ,1,1,2,BIDIRECCIONAL,5,RIPIO,1,BUENO,0, ,1,DESPEJADO,0,0,0,1,1
-8132554.181309,-4415117.96880419,10,8454,1325046,-73.0559772,-36.8277032,95,CONCEPCION,1,955,2021,1325046,REGION BIO BIO,8101,CONCEPCION,FREIRE, ,264,"FREIRE 264, CONCEPCION",CHILE,RANGE_INTERPOLATED,1307,2021,1325046,1,2021/01/07 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,53,CHOQUE POSTERIOR,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,0,FREIRE,0, ,- FREIRE,264, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8132972.78712218,-4415115.86880832,11,8455,1375878,-73.0597376,-36.8276881,95,CONCEPCION,1,36217,2021,1375878,REGION BIO BIO,8101,CONCEPCION,MAIPU, ,25,"MAIPU 25, CONCEPCION",CHILE,RANGE_INTERPOLATED,49846,2021,1375878,1,2021/08/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,53,CHOQUE POSTERIOR,40,CHOQUE,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,MAIPU,0, ,- MAIPU,25, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8133628.5813744,-4415109.95822613,12,8456,1367664,-73.0656287,-36.8276456,95,CONCEPCION,1,29052,2021,1367664,REGION BIO BIO,8101,CONCEPCION,DESIDERIO SANHUEZA,LASTARRIA,0,"DESIDERIO SANHUEZA & LASTARRIA, CONCEPCION",CHILE,GEOMETRIC_CENTER,40174,2021,1367664,1,2021/07/22 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,30,COLISION,30,COLISION,1,URBANA,14,CRUCE CON SEÑAL PARE,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,DESIDERIO SANHUEZA,0,LASTARRIA,DESIDERIO SANHUEZA - LASTARRIA,0, , , , ,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8132882.5181471,-4415109.55491594,13,8457,1349338,-73.0589267,-36.8276427,95,CONCEPCION,1,17708,2021,1349338,REGION BIO BIO,8101,CONCEPCION,MAIPU, ,98,"MAIPU 98, CONCEPCION",CHILE,RANGE_INTERPOLATED,24375,2021,1349338,1,2021/05/12 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,14,ADELANTAMIENTO SOBREPASANDO LINEA CONTINUA,0,MAIPU,0, ,- MAIPU,98, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8130829.15221577,-4415108.7482956,14,8458,1355135,-73.040481,-36.8276369,95,CONCEPCION,1,22012,2021,1355135,REGION BIO BIO,8101,CONCEPCION,CHACABUCO, ,1240,"CHACABUCO 1240, CONCEPCION",CHILE,RANGE_INTERPOLATED,30333,2021,1355135,1,2021/06/08 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,7,VELOCIDAD IMPRUDENTE,72,VELOCIDAD NO RAZONABLE NI PRUDENTE,0,CHACABUCO,0, ,- CHACABUCO,1240, , , , ,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,1,BUENO,1,SECO,3,LLUVIA,0,0,0,0,2
-8131049.05273789,-4415101.8363962,15,8459,1381409,-73.0424564,-36.8275872,95,CONCEPCION,1,40340,2021,1381409,REGION BIO BIO,8101,CONCEPCION,OROMPELLO, ,178,"OROMPELLO 178, CONCEPCION",CHILE,RANGE_INTERPOLATED,55385,2021,1381409,1,2021/09/23 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,51,CHOQUE FRONTAL,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,4,ALCOHOL EN CONDUCTOR,24,CONDUCCION EN ESTADO DE EBRIEDAD,0,OROMPELLO,0, ,- OROMPELLO,178, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1
-8134232.53413974,-4415093.45033516,16,8460,1329202,-73.0710541,-36.8275269,95,CONCEPCION,1,3988,2021,1329202,REGION BIO BIO,8101,CONCEPCION,COSTANERA,PUENTE LA MOCHITA,0,"COSTANERA & PUENTE LA MOCHITA, CONCEPCION",CHILE,GEOMETRIC_CENTER,5549,2021,1329202,1,2021/01/29 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,33,COLISION POR ALCANCE,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,0,COSTANERA,0,PUENTE LA MOCHITA,COSTANERA - PUENTE LA MOCHITA,0, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,3,LLUVIA,0,0,0,0,3
-8134232.53413974,-4415093.45033516,17,8461,1336659,-73.0710541,-36.8275269,95,CONCEPCION,1,8639,2021,1336659,REGION BIO BIO,8101,CONCEPCION,COSTANERA,PUENTE LA MOCHITA,0,"COSTANERA & PUENTE LA MOCHITA, CONCEPCION",CHILE,GEOMETRIC_CENTER,12107,2021,1336659,1,2021/03/04 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,4,ALCOHOL EN CONDUCTOR,24,CONDUCCION EN ESTADO DE EBRIEDAD,0,COSTANERA,0,PUENTE LA MOCHITA,COSTANERA - PUENTE LA MOCHITA,0, , , , ,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1
-8134232.53413974,-4415093.45033516,18,8462,1340386,-73.0710541,-36.8275269,95,CONCEPCION,1,10754,2021,1340386,REGION BIO BIO,8101,CONCEPCION,COSTANERA,RANCAGUA,0,"COSTANERA & RANCAGUA, CONCEPCION",CHILE,GEOMETRIC_CENTER,14928,2021,1340386,1,2021/03/17 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,16,CRUCE SIN SEÑALIZACION,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,COSTANERA,0,RANCAGUA,COSTANERA - RANCAGUA,0, , , , ,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8134232.53413974,-4415093.45033516,19,8463,1348638,-73.0710541,-36.8275269,95,CONCEPCION,1,17090,2021,1348638,REGION BIO BIO,8101,CONCEPCION,COSTANERA,BALMACEDA,0,"COSTANERA & BALMACEDA, CONCEPCION",CHILE,GEOMETRIC_CENTER,23548,2021,1348638,1,2021/05/07 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,29,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,0,COSTANERA,0,BALMACEDA,BALMACEDA - COSTANERA,0, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8134232.53413974,-4415093.45033516,20,8464,1358533,-73.0710541,-36.8275269,95,CONCEPCION,1,24338,2021,1358533,REGION BIO BIO,8101,CONCEPCION,COSTANERA,PUENTE LA MOCHITA,0,"COSTANERA & PUENTE LA MOCHITA, CONCEPCION",CHILE,GEOMETRIC_CENTER,33557,2021,1358533,1,2021/06/23 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,33,COLISION POR ALCANCE,30,COLISION,1,URBANA,21,ENLACE A NIVEL,7,VELOCIDAD IMPRUDENTE,72,VELOCIDAD NO RAZONABLE NI PRUDENTE,0,COSTANERA,0,PUENTE LA MOCHITA,COSTANERA - PUENTE LA MOCHITA,0, , , , ,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8134232.53413974,-4415093.45033516,21,8465,1371546,-73.0710541,-36.8275269,95,CONCEPCION,1,33024,2021,1371546,REGION BIO BIO,8101,CONCEPCION,KOSTER,COSTANERA,0,"KOSTER & COSTANERA, CONCEPCION",CHILE,GEOMETRIC_CENTER,45547,2021,1371546,1,2021/08/13 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,34,COLISION PERPENDICULAR,30,COLISION,1,URBANA,16,CRUCE SIN SEÑALIZACION,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,KOSTER,0,COSTANERA,COSTANERA - KOSTER,0, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1
-8134232.53413974,-4415093.45033516,22,8466,1374953,-73.0710541,-36.8275269,95,CONCEPCION,1,35627,2021,1374953,REGION BIO BIO,8101,CONCEPCION,COSTANERA,PUENT LA MOCHITA,0,"COSTANERA & PUENT LA MOCHITA, CONCEPCION",CHILE,GEOMETRIC_CENTER,49046,2021,1374953,1,2021/08/27 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,21,ENLACE A NIVEL,1,IMPRUDENCIA DEL CONDUCTOR,91,VIRAJES INDEBIDOS,0,COSTANERA,0,PUENT LA MOCHITA,COSTANERA - PUENT LA MOCHITA,0, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8134232.53413974,-4415093.45033516,23,8467,1375065,-73.0710541,-36.8275269,95,CONCEPCION,1,35696,2021,1375065,REGION BIO BIO,8101,CONCEPCION,COSTANERA,PUENTE LA MOCHITA,0,"COSTANERA & PUENTE LA MOCHITA, CONCEPCION",CHILE,GEOMETRIC_CENTER,49139,2021,1375065,1,2021/08/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,31,COLISION FRONTAL,30,COLISION,1,URBANA,21,ENLACE A NIVEL,1,IMPRUDENCIA DEL CONDUCTOR,11,ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE,0,COSTANERA,0,PUENTE LA MOCHITA,COSTANERA - PUENTE LA MOCHITA,0, , , , ,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,3,MOJADO,3,LLUVIA,0,0,0,0,2
-8134232.53413974,-4415093.45033516,24,8468,1383703,-73.0710541,-36.8275269,95,CONCEPCION,1,41524,2021,1383703,REGION BIO BIO,8101,CONCEPCION,COSTANERA,KOSTER,0,"COSTANERA & KOSTER, CONCEPCION",CHILE,GEOMETRIC_CENTER,56908,2021,1383703,1,2021/09/29 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,91,VIRAJES INDEBIDOS,0,COSTANERA,0,KOSTER,COSTANERA - KOSTER,0, , , , ,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,2,NUBLADO,0,0,0,0,2
-8134232.53413974,-4415093.45033516,25,8469,1383600,-73.0710541,-36.8275269,95,CONCEPCION,1,41527,2021,1383600,REGION BIO BIO,8101,CONCEPCION,COSTANERA,KOSTER,0,"COSTANERA & KOSTER, CONCEPCION",CHILE,GEOMETRIC_CENTER,56911,2021,1383600,1,2021/09/29 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,91,VIRAJES INDEBIDOS,0,COSTANERA,0,KOSTER,COSTANERA - KOSTER,0, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1
-8134232.53413974,-4415093.45033516,26,8470,1387169,-73.0710541,-36.8275269,95,CONCEPCION,1,44243,2021,1387169,REGION BIO BIO,8101,CONCEPCION,COSTANERA,PUENTE LA MOCHITA,0,"COSTANERA & PUENTE LA MOCHITA, CONCEPCION",CHILE,GEOMETRIC_CENTER,60494,2021,1387169,1,2021/10/13 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,50,CHOQUE,40,CHOQUE,1,URBANA,21,ENLACE A NIVEL,7,VELOCIDAD IMPRUDENTE,72,VELOCIDAD NO RAZONABLE NI PRUDENTE,0,COSTANERA,0,PUENTE LA MOCHITA,COSTANERA - PUENTE LA MOCHITA,0, , , , ,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,3,MOJADO,3,LLUVIA,0,0,0,2,0
-8134232.53413974,-4415093.45033516,27,8471,1388750,-73.0710541,-36.8275269,95,CONCEPCION,1,45342,2021,1388750,REGION BIO BIO,8101,CONCEPCION,COSTANERA,RANCAGUA,0,"COSTANERA & RANCAGUA, CONCEPCION",CHILE,GEOMETRIC_CENTER,61984,2021,1388750,1,2021/10/19 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,16,CRUCE SIN SEÑALIZACION,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,COSTANERA,0,RANCAGUA,COSTANERA - RANCAGUA,0, , , , ,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,2
-8134232.53413974,-4415093.45033516,28,8472,1397901,-73.0710541,-36.8275269,95,CONCEPCION,1,48506,2021,1397901,REGION BIO BIO,8101,CONCEPCION,COSTANERA,RANCAGUA,0,"COSTANERA & RANCAGUA, CONCEPCION",CHILE,GEOMETRIC_CENTER,66135,2021,1397901,1,2021/11/05 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,16,CRUCE SIN SEÑALIZACION,1,IMPRUDENCIA DEL CONDUCTOR,91,VIRAJES INDEBIDOS,0,COSTANERA,0,RANCAGUA,COSTANERA - RANCAGUA,0, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1
-8134232.53413974,-4415093.45033516,29,8473,1397949,-73.0710541,-36.8275269,95,CONCEPCION,1,49071,2021,1397949,REGION BIO BIO,8101,CONCEPCION,COSTANERA,RANCAGUA,0,"COSTANERA & RANCAGUA, CONCEPCION",CHILE,GEOMETRIC_CENTER,66884,2021,1397949,1,2021/11/08 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,16,CRUCE SIN SEÑALIZACION,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,0,COSTANERA,0,RANCAGUA,COSTANERA - RANCAGUA,0, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,3
-8134232.53413974,-4415093.45033516,30,8474,1398587,-73.0710541,-36.8275269,95,CONCEPCION,1,50617,2021,1398587,REGION BIO BIO,8101,CONCEPCION,COSTANERA,PUENTE LA MOCHITA,0,"COSTANERA & PUENTE LA MOCHITA, CONCEPCION",CHILE,GEOMETRIC_CENTER,68934,2021,1398587,1,2021/11/16 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,21,ENLACE A NIVEL,8,DROGAS Y/O FATIGA EN CONDUCTOR,25,"CONDICIONES FISICAS DEFICIENTES (CANSANCIO, SUEÑO)",0,COSTANERA,0,PUENTE LA MOCHITA,COSTANERA - PUENTE LA MOCHITA,0, , , , ,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,3,0
-8131275.32073487,-4415093.32517012,31,8475,1361973,-73.044489,-36.827526,95,CONCEPCION,1,26298,2021,1361973,REGION BIO BIO,8101,CONCEPCION,TUCAPEL, ,267,"TUCAPEL 267, CONCEPCION",CHILE,RANGE_INTERPOLATED,36290,2021,1361973,1,2021/07/06 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,TUCAPEL,0, ,- TUCAPEL,267, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
-8132866.39908483,-4415082.0186009,32,8476,1352130,-73.0587819,-36.8274447,95,CONCEPCION,1,19567,2021,1352130,REGION BIO BIO,8101,CONCEPCION,MAIPU,SERRANO,0,"MAIPU & SERRANO, CONCEPCION",CHILE,GEOMETRIC_CENTER,26945,2021,1352130,1,2021/05/24 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,32,COLISION LATERAL,30,COLISION,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,MAIPU,0,SERRANO,MAIPU - SERRANO,0, , , , ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2
