X,Y,FID,Año,IdAccident,Latitud,longitud,ClaseAccid,Fecha,Hora,Región,Comuna,Tipo_Accid,Tipo__CONA,Zona,Ubicación,Causa__CON,Causa_Acci,Calle_Uno,Calle_Dos,Intersecci,Número,Ruta,Ubicaci_1,Calzada,Tipo_Calza,Estado_Cal,Condición,Estado_Atm,Fallecidos,Graves,Menos_Grav,Leves
-8139177.44610832,-4406307.72307516,5265,2024,1646629,-36.764327,-73.115475,1,2024/10/23 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,GRAN BRETANA, ,- GRAN BRETANA,4325, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8130306.61852599,-4414177.43451671,5266,2024,1641320,-36.82094,-73.035787,1,2024/10/02 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,ROOSEVELT,LUIS URRUTIA MANZANO,LUIS URRUTIA MANZANO - ROOSEVELT,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8130473.93172065,-4413835.0735725,5267,2024,1636023,-36.818478,-73.03729,1,2024/09/06 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,MAIPU,LIENTUR,LIENTUR - MAIPU,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8140022.02708497,-4404573.25685439,5268,2024,1646631,-36.751844,-73.123062,1,2024/10/24 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,CHOQUE LATERAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,FALLAS MECANICAS,FALLAS MECANICAS FRENOS,GRAN BRETANA, ,- GRAN BRETANA,2675, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8132790.49032406,-4414510.76726865,5269,2024,1641326,-36.823337,-73.0581,1,2024/09/24 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,CHOQUE LADO/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,ANGOL,JUAN MARTINEZ DE ROZAS,ANGOL - JUAN MARTINEZ DE ROZAS,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8133085.59829415,-4415011.13365242,5270,2024,1636024,-36.826935,-73.060751,1,2024/09/07 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,ARTURO PRAT,LOS CARRERA,ARTURO PRAT - LOS CARRERA,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8138952.24677845,-4407893.20796132,5271,2024,1646633,-36.775736,-73.113452,1,2024/10/24 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,GRAN BRETANA, ,- GRAN BRETANA,2900, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8131605.71698355,-4414428.71943988,5272,2024,1636026,-36.822747,-73.047457,1,2024/09/07 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,MAIPU,TUCAPEL,MAIPU - TUCAPEL,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8132262.8359377,-4417249.71996966,5273,2024,1641330,-36.84303,-73.05336,1,2024/10/02 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,PEDRO DE VALDIVIA, ,- PEDRO DE VALDIVIA,742, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0
-8041838.45884429,-4539862.49130361,5274,2024,1646655,-37.719404,-72.241064,1,2024/10/26 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,MULCHEN,COLISION,COLISION,URBANA,CRUCE CON SENAL CEDA EL PASO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL CEDA EL PASO,VILLALON,VILLAGRA,VILLAGRA - VILLALON,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8130942.03017944,-4412030.00393573,5275,2024,1636032,-36.805496,-73.041495,1,2024/08/19 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,JUAN DE DIOS RIVERA,LIENTUR,JUAN DE DIOS RIVERA - LIENTUR,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0
-8095782.99352678,-4475972.22283564,5276,2024,1641331,-37.264022,-72.725656,1,2024/09/18 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,SAN ROSENDO,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,VALLEJOS, ,- VALLEJOS,156, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,NUBLADO,0,0,0,0
-8132799.06192485,-4410963.12394353,5277,2024,1646681,-36.797822,-73.058177,1,2024/10/09 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,ALONSO DE RIBERA, ,- ALONSO DE RIBERA,2850, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8137546.17365209,-4416772.54075252,5278,2024,1636034,-36.839599,-73.100821,1,2024/09/06 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LOS CANELOS,LOS RAULIES,LOS CANELOS - LOS RAULIES,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0
-8095909.56378781,-4475952.08095727,5279,2024,1641335,-37.263878,-72.726793,1,2024/09/19 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,SAN ROSENDO,CHOQUE FRONTAL,CHOQUE,URBANA,CRUCE CON SENAL CEDA EL PASO,ALCOHOL EN CONDUCTOR,CONDUCCION EN ESTADO DE EBRIEDAD,IBIETA,BALMACEDA,BALMACEDA - IBIETA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,MOJADO,LLOVIZNA,0,0,0,1
-8128270.58503938,-4432406.89380714,5280,2024,1646690,-36.951918,-73.017497,1,2024/10/08 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CHIGUAYANTE,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,ACERA O BERMA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,PASAJE SIETE, ,- PASAJE SIETE,245, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8129572.68912319,-4413008.69689443,5281,2024,1636054,-36.812535,-73.029194,1,2024/08/20 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION POR ALCANCE,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,JUAN BOSCO,DIEGO DE ORO,DIEGO DE ORO - JUAN BOSCO,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8133254.2473227,-4409878.83629748,5282,2024,1641338,-36.790022,-73.062266,1,2024/09/25 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,CRUCE CON SENAL CEDA EL PASO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,JORGE ALESSANDRI,SANTA MARIA,JORGE ALESSANDRI - SANTA MARIA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8055191.00912596,-4504707.35136202,5283,2024,1646695,-37.469177,-72.361012,1,2024/10/24 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,ALEMANIA,GUILLERMO MARCONI,ALEMANIA - GUILLERMO MARCONI,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,NUBLADO,0,0,0,1
-8094092.27310061,-4478888.02622133,5284,2024,1641343,-37.284865,-72.710468,1,2024/09/30 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LAJA,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LOS RIOS, ,- LOS RIOS,581, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8132594.90197874,-4412950.71527578,5285,2024,1636057,-36.812118,-73.056343,1,2024/08/21 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION POR ALCANCE,COLISION,URBANA,CRUCE CON SENAL CEDA EL PASO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,EJERCITO, ,- EJERCITO,878, , ,BIDIRECCIONAL,CONCRETO,REGULAR,MOJADO,LLUVIA,0,0,0,0
-8132856.16882363,-4415077.60988973,5286,2024,1646701,-36.827413,-73.05869,1,2024/10/09 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,SERRANO,MAIPU,MAIPU - SERRANO,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8094092.27310061,-4478888.02622133,5287,2024,1641350,-37.284865,-72.710468,1,2024/09/19 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LAJA,CHOQUE LADO/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,ALCOHOL EN CONDUCTOR,CONDUCCION EN ESTADO DE EBRIEDAD,LOS RIOS, ,- LOS RIOS,474, , ,BIDIRECCIONAL,ASFALTO,BUENO,MOJADO,LLOVIZNA,0,0,0,1
-8131829.914438,-4413255.50467995,5288,2024,1636067,-36.81431,-73.049471,1,2024/08/21 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,MANUEL RODRIGUEZ,ONGOLMO,MANUEL RODRIGUEZ - ONGOLMO,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,REGULAR,MOJADO,LLUVIA,0,0,0,1
-8052434.18193646,-4501757.31442082,5289,2024,1646707,-37.448141,-72.336247,1,2024/10/24 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,SOR VICENTA, ,- SOR VICENTA,2322, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8140278.0619138,-4404556.44573752,5290,2024,1641362,-36.751723,-73.125362,1,2024/09/19 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE CON SENAL CEDA EL PASO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL CEDA EL PASO,GRAN BRETANA, ,- GRAN BRETANA,2910, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8133224.52501866,-4414022.80058996,5291,2024,1636094,-36.819828,-73.061999,1,2024/08/21 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION POR ALCANCE,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,MANUEL RODRIGUEZ,OBISPO HIPOLITO SALAS,MANUEL RODRIGUEZ - OBISPO HIPOLITO SALAS,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,REGULAR,MOJADO,LLUVIA,0,0,0,0
-8055340.06592413,-4504172.2835289,5292,2024,1646728,-37.465362,-72.362351,1,2024/10/25 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,GALVARINO,RUIZ ALDEA,GALVARINO - RUIZ ALDEA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8138195.49688004,-4404628.13630477,5293,2024,1641363,-36.752239,-73.106654,1,2024/09/19 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,CHOQUE FRENTE/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,ALCOHOL EN CONDUCTOR,CONDUCCION EN ESTADO DE EBRIEDAD,DESIDERIO GARCIA, ,- DESIDERIO GARCIA,200, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8130001.49180172,-4412375.50467085,5294,2024,1636103,-36.807981,-73.033046,1,2024/08/22 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION POR ALCANCE,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,CAMILO HENRIQUEZ,JOSE MIGUEL GARCIA,CAMILO HENRIQUEZ - JOSE MIGUEL GARCIA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,HUMEDO,LLOVIZNA,0,0,0,0
-8053726.37858559,-4503735.69401645,5295,2024,1646737,-37.462249,-72.347855,1,2024/10/25 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,VILLAGRAN, ,- VILLAGRAN,945, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8136401.91724438,-4408716.96389928,5296,2024,1641364,-36.781663,-73.090542,1,2024/09/16 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,LAS GOLONDRINAS, ,- LAS GOLONDRINAS,832, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0
-8132276.30559609,-4412766.06608632,5297,2024,1636109,-36.81079,-73.053481,1,2024/08/22 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,EJERCITO,OROMPELLO,EJERCITO - OROMPELLO,0, , ,UNIDIRECCIONAL,CONCRETO,REGULAR,HUMEDO,LLOVIZNA,0,0,0,1
-8130471.70533084,-4410399.97564422,5298,2024,1646749,-36.793771,-73.03727,1,2024/10/15 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,NICOLAS MASCARDI,CAREMAVIDA,CAREMAVIDA - NICOLAS MASCARDI,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8138129.03914403,-4402170.36967009,5299,2024,1641367,-36.734547,-73.106057,1,2024/09/19 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,ALCOHOL EN CONDUCTOR,CONDUCCION BAJO LA INFLUENCIA DEL ALCOHOL,CRISTOBAL COLON, ,- CRISTOBAL COLON,3180, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8132767.55850896,-4410202.72091541,5300,2024,1636110,-36.792352,-73.057894,1,2024/08/22 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,VOLCADURA,VOLCADURA,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,VELOCIDAD IMPRUDENTE,VELOCIDAD NO RAZONABLE NI PRUDENTE,GARCIA HURTADO DE MENDOZA,FRANCISCO LAZO DE LA VEGA,FRANCISCO LAZO DE LA VEGA - GARCIA HURTADO DE MENDOZA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8054306.35313262,-4504463.16629792,5301,2024,1646751,-37.467436,-72.353065,1,2024/10/25 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,RENGO, ,- RENGO,459, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0
-8136757.58301746,-4404855.43749268,5302,2024,1641369,-36.753875,-73.093737,1,2024/09/17 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,LAS HORTENSIAS, ,- LAS HORTENSIAS,122, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8136392.56640715,-4412282.3504511,5303,2024,1636124,-36.807311,-73.090458,1,2024/05/07 00:00:00+00,1899/12/30 00:00:00+00,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,MAIPU, ,- MAIPU,3301, , ,UNIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,2
-8132799.06192485,-4410963.12394353,5304,2024,1646759,-36.797822,-73.058177,1,2024/10/15 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,ALONSO DE RIBERA, ,- ALONSO DE RIBERA,2850, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8139199.37604801,-4399213.10425499,5305,2024,1641371,-36.713254,-73.115672,1,2024/09/23 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,VALDIVIA, ,- VALDIVIA,220, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8143517.45909588,-4439083.23072977,5306,2024,1636135,-36.999831,-73.154462,1,2024/09/03 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CORONEL,CHOQUE LATERAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LOS CHIFLONES,POLVOREOS,LOS CHIFLONES - POLVOREOS,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,HUMEDO,DESPEJADO,0,0,0,1
-8053915.06512249,-4504859.25108612,5307,2024,1646761,-37.47026,-72.34955,1,2024/10/25 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LAUTARO,ALMAGRO,ALMAGRO - LAUTARO,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8133879.30626351,-4410087.62259247,5308,2024,1641374,-36.791524,-73.067881,1,2024/09/16 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,CHOQUE LADO/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,PRESIDENTE JORGE ALESSANDRI, ,- PRESIDENTE JORGE ALESSANDRI,3177, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8136339.24437106,-4411243.38855333,5309,2024,1636137,-36.799838,-73.089979,1,2024/09/09 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,ATROPELLO,ATROPELLO,URBANA,CRUCE SIN SENALIZACION,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LOS COPIHUES,FERNANDO SANTIVAN,FERNANDO SANTIVAN - LOS COPIHUES,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,1
-8120741.60259907,-4385778.7191698,5310,2024,1646766,-36.616449,-72.949863,1,2024/10/27 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TOME,CHOQUE LADO/LADO,CHOQUE,URBANA,TRAMO DE VIA CURVA VERTICAL,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LAS CAMELIAS, ,- LAS CAMELIAS,133, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8077508.56327917,-4452843.51010659,5311,2024,1641375,-37.098487,-72.561494,1,2024/09/28 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,YUMBEL,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LA HORMIGA, ,- LA HORMIGA,146, , ,BIDIRECCIONAL,TIERRA,REGULAR, ,DESPEJADO,0,0,0,0
-8135651.84651541,-4407445.56842108,5312,2024,1636142,-36.772515,-73.083804,1,2024/09/09 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,COLISION,COLISION,URBANA,CRUCE SIN SENALIZACION,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL CEDA EL PASO,RIO COLORADO,GRISELDA,GRISELDA - RIO COLORADO,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8055191.00912596,-4504707.35136202,5313,2024,1646768,-37.469177,-72.361012,1,2024/10/25 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,COLISION FRONTAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,ALEMANIA,LAS INDUSTRIAS,ALEMANIA - LAS INDUSTRIAS,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8135801.45991104,-4404952.41710306,5314,2024,1641376,-36.754573,-73.085148,1,2024/09/16 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE CON SENAL CEDA EL PASO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL CEDA EL PASO,CLAUDIO GAY,JAIME REPULLO,CLAUDIO GAY - JAIME REPULLO,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8142430.75822676,-4443928.0293117,5315,2024,1636146,-37.034581,-73.1447,1,2024/09/03 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CORONEL,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LOTA,LOS CARRERA,LOS CARRERA - LOTA,0, , ,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
