X,Y,FID,Año,IdAccident,Latitud,longitud,ClaseAccid,Fecha,Hora,Región,Comuna,Tipo_Accid,Tipo__CONA,Zona,Ubicación,Causa__CON,Causa_Acci,Calle_Uno,Calle_Dos,Intersecci,Número,Ruta,Ubicaci_1,Calzada,Tipo_Calza,Estado_Cal,Condición,Estado_Atm,Fallecidos,Graves,Menos_Grav,Leves
-8136859.96395389,-4417317.11253266,1,2024,1594837,-36.843514,-73.094657,1,2024/03/03 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,PEDRO LIRA,MICHIMALONCO,MICHIMALONCO - PEDRO LIRA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8055026.92419653,-4505907.74180006,2,2024,1588674,-37.477735,-72.359538,1,2024/01/25 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,JOSE MIGUEL INFANTE,CONDELL,CONDELL - JOSE MIGUEL INFANTE,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,2
-8141420.08856985,-4420881.00090306,3,2024,1594856,-36.869131,-73.135621,1,2024/03/03 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,SAN PEDRO DE LA PAZ,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,CRUCE CON SENAL PARE,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,LOS MANIOS, ,- LOS MANIOS,3925, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8009423.89291765,-4480333.28701487,4,2024,1588675,-37.295194,-71.949879,1,2024/01/25 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TUCAPEL,CHOQUE POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,ROBERTO GOMEZ,PEDRO AGUIRRE CERDA,PEDRO AGUIRRE CERDA - ROBERTO GOMEZ,0, , ,BIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0
-8136947.31233968,-4416653.15330838,5,2024,1594859,-36.838741,-73.095441,1,2024/03/03 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,PEDRO AGUIRRE CERDA,VICTORIA,PEDRO AGUIRRE CERDA - VICTORIA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,1,0
-8134241.09460859,-4411307.89494437,6,2024,1594891,-36.800302,-73.071131,1,2024/03/04 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,PRESIDENTE JORGE ALESSANDRI RODRIGUEZ, ,- PRESIDENTE JORGE ALESSANDRI RODRIGUEZ,2047, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,5
-8053900.03699123,-4506445.00242595,7,2024,1588681,-37.481565,-72.349415,1,2024/01/25 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,VICUNA MACKENNA, ,- VICUNA MACKENNA,158, , ,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0
-8134868.15730023,-4411930.17925183,8,2024,1594930,-36.804778,-73.076764,1,2024/03/05 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,COSTANERA,PRESIDENTE JORGE ALESSANDRI RODRIGUEZ,COSTANERA - PRESIDENTE JORGE ALESSANDRI RODRIGUEZ,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8052778.381802,-4504155.73402863,9,2024,1588688,-37.465244,-72.339339,1,2024/01/26 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,CHOQUE FRENTE/LADO,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,GUILLERMO MARCONI,ALEMANIA,ALEMANIA - GUILLERMO MARCONI,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8056958.65132026,-4504026.98541858,10,2024,1588699,-37.464326,-72.376891,1,2024/01/26 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,COLISION LATERAL,COLISION,URBANA,CRUCE CON SENAL PARE,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,ESTANISLAO ANGUITA,BOMBERO FRANCISCO RIOSECO,BOMBERO FRANCISCO RIOSECO - ESTANISLAO ANGUITA,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8137151.76533436,-4416665.65318333,11,2024,1594950,-36.838831,-73.097278,1,2024/03/05 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,SAN PEDRO DE LA PAZ,ATROPELLO,ATROPELLO,URBANA,CRUCE SIN SENALIZACION,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,PEDRO AGUIRRE CERDA,SAN PEDRO DE LA PAZ,PEDRO AGUIRRE CERDA - SAN PEDRO DE LA PAZ,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8142496.54804582,-4439899.65062911,12,2024,1594954,-37.005688,-73.145291,1,2024/02/29 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CORONEL,COLISION POR ALCANCE,COLISION,URBANA,PASO PARA PEATONES,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,YOBILO,LAGO LLANQUIHUE,LAGO LLANQUIHUE - YOBILO,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0
-8144467.79358878,-4437905.75650118,13,2024,1588702,-36.991383,-73.162999,1,2024/01/14 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CORONEL,COLISION POR ALCANCE,COLISION,URBANA,VIA PRIVADA DE USO PUBLICO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,MANUEL MONTT, ,- MANUEL MONTT,2628, , ,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8138902.26432708,-4399298.3677949,14,2024,1588742,-36.713868,-73.113003,1,2024/01/27 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,VIRAJES INDEBIDOS,BULNES, ,- BULNES,124, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8139371.1420223,-4399415.15495463,15,2024,1588745,-36.714709,-73.117215,1,2024/01/26 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,VOLCADURA,VOLCADURA,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,VALDIVIA, ,- VALDIVIA,462, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0
-8136187.96118307,-4405739.8186118,16,2024,1588751,-36.76024,-73.08862,1,2024/01/22 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL PEATON,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,CRISTOBAL COLON, ,- CRISTOBAL COLON,5305, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0
-8139544.24383049,-4399469.86899835,17,2024,1588770,-36.715103,-73.11877,1,2024/01/27 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,FALLAS MECANICAS,FALLAS MECANICAS CARROCERIA,TUMBES, ,- TUMBES,64, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,2
-8144436.84677034,-4438159.5546957,18,2024,1588784,-36.993204,-73.162721,1,2024/01/14 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CORONEL,COLISION FRONTAL,COLISION,URBANA,VIA PRIVADA DE USO PUBLICO,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,MANUEL MONTT, ,- MANUEL MONTT,2328, , ,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1
-8136105.02816243,-4407911.27514919,19,2024,1588838,-36.775866,-73.087875,1,2024/01/31 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,VIRAJES INDEBIDOS,LA MARINA, ,- LA MARINA,750, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8133879.30626351,-4410087.62259247,20,2024,1594987,-36.791524,-73.067881,1,2024/03/04 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE,PRESIDENTE JORGE ALESSANDRI, ,- PRESIDENTE JORGE ALESSANDRI,3177, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8136643.3692199,-4403135.37699608,21,2024,1588840,-36.741494,-73.092711,1,2024/02/01 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LUIS CRUCHAGA, ,- LUIS CRUCHAGA,3272, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,3
-8134241.09460859,-4411307.89494437,22,2024,1595012,-36.800302,-73.071131,1,2024/03/04 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,PRESIDENTE JORGE ALESSANDRI RODRIGUEZ, ,- PRESIDENTE JORGE ALESSANDRI RODRIGUEZ,2047, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8139248.80190192,-4399082.57181689,23,2024,1588841,-36.712314,-73.116116,1,2024/02/04 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,EL PESCADOR, ,- EL PESCADOR,307, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8136698.80632632,-4411317.48752297,24,2024,1595025,-36.800371,-73.093209,1,2024/03/06 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,CRUCE CON SENAL CEDA EL PASO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL CEDA EL PASO,POSTDAM,ANTIHUALA,ANTIHUALA - POSTDAM,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8139130.13532474,-4399082.84954379,25,2024,1588842,-36.712316,-73.11505,1,2024/01/31 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE,VALDIVIA, ,- VALDIVIA,121, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8091102.78817536,-4508002.9333955,26,2024,1595027,-37.49267,-72.683613,1,2024/03/04 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,NACIMIENTO,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,ALCOHOL EN CONDUCTOR,CONDUCCION BAJO LA INFLUENCIA DEL ALCOHOL,VILLA ALEGRE,TERESA DE LOS ANDES,TERESA DE LOS ANDES - VILLA ALEGRE,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1
-8094092.27310061,-4478888.02622133,27,2024,1588878,-37.284865,-72.710468,1,2024/02/01 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LAJA,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LOS RIOS,SAUZALITO,LOS RIOS - SAUZALITO,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8137832.92929852,-4404036.7035434,28,2024,1595102,-36.747982,-73.103397,1,2024/03/06 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,OTRO TIPO,OTRO TIPO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,VELOCIDAD IMPRUDENTE,VELOCIDAD MAYOR QUE MAXIMA PERMITIDA,ALTO HORNO,DESIDERIO GARCIA,ALTO HORNO - DESIDERIO GARCIA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8144112.35045468,-4439927.39077442,29,2024,1588906,-37.005887,-73.159806,1,2024/01/25 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CORONEL,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SENAL CEDA EL PASO,IMPRUDENCIA DEL PEATON,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,CARCOP,ESPERANZA,CARCOP - ESPERANZA,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1
-8136444.55260935,-4410132.2438961,30,2024,1595106,-36.791845,-73.090925,1,2024/03/07 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,CRUCE SIN SENALIZACION,VELOCIDAD IMPRUDENTE,VELOCIDAD MAYOR QUE MAXIMA PERMITIDA,PATRIA NUEVA,PURRANQUE,PATRIA NUEVA - PURRANQUE,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8051667.07932541,-4507312.25248491,31,2024,1588926,-37.487747,-72.329356,1,2024/01/27 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,COLISION FRONTAL,COLISION,URBANA,CRUCE CON SENAL PARE,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL PARE,TOLPAN,CALI,CALI - TOLPAN,518, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8119769.33816648,-4435676.88607726,32,2024,1595114,-36.975389,-72.941129,1,2024/02/12 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALQUI,CHOQUE LADO/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,RAMON FREIRE, ,- RAMON FREIRE,110, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8125874.76695853,-4402585.5607648,33,2024,1588944,-36.737536,-72.995975,1,2024/02/02 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,PENCO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,FREIRE, ,- FREIRE,445, , ,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8118336.43368099,-4434664.75398874,34,2024,1595116,-36.968125,-72.928257,1,2024/02/13 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALQUI,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,VELOCIDAD IMPRUDENTE,VELOCIDAD NO RAZONABLE NI PRUDENTE,BOMBERO PERRET,TEGUALDA,BOMBERO PERRET - TEGUALDA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8142335.69138162,-4439771.40567506,35,2024,1588946,-37.004768,-73.143846,1,2024/01/16 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CORONEL,VOLCADURA,VOLCADURA,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,RIO BUREO, ,- RIO BUREO,988, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,1
-8138267.96586854,-4417057.20667843,36,2024,1595136,-36.841646,-73.107305,1,2024/03/07 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,SAN PEDRO DE LA PAZ,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,LOS MANIOS,SAN PEDRO,LOS MANIOS - SAN PEDRO,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8143805.10866009,-4440598.61291012,37,2024,1588984,-37.010702,-73.157046,1,2024/01/21 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CORONEL,CHOQUE,CHOQUE,URBANA,OTROS NO CONSIDERADOS,ALCOHOL EN CONDUCTOR,CONDUCCION EN ESTADO DE EBRIEDAD,MANUEL MONTT, ,- MANUEL MONTT,957, , ,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8142669.649854,-4417522.7776728,38,2024,1595143,-36.844993,-73.146846,1,2024/03/06 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SENAL CEDA EL PASO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL CEDA EL PASO,FRESIA,MICHAIHUE,FRESIA - MICHAIHUE,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,2
-8053111.11575998,-4502554.20256917,39,2024,1588991,-37.453824,-72.342328,1,2024/01/27 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,COLISION LATERAL,COLISION,URBANA,ACERA O BERMA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,SOR VICENTA, ,- SOR VICENTA,1818, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8121096.04385775,-4383428.86517417,40,2024,1595191,-36.599504,-72.953047,1,2024/03/06 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TOME,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,VICENTE PALACIOS,ENRIQUE MOLINA,ENRIQUE MOLINA - VICENTE PALACIOS,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8017019.44441346,-4532576.92742169,41,2024,1595196,-37.667616,-72.018111,1,2024/03/06 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,SANTA BARBARA,CHOQUE FRENTE/FRENTE,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,CAMILO HENRIQUEZ, ,- CAMILO HENRIQUEZ,777, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8125504.40701266,-4415080.8085476,42,2024,1589008,-36.827436,-72.992648,1,2024/01/31 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,JORGE GIACAMAN,LA OBRA,JORGE GIACAMAN - LA OBRA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,1,0
-8120805.49998678,-4385994.80130331,43,2024,1595205,-36.618007,-72.950437,1,2024/03/06 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TOME,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,VELOCIDAD IMPRUDENTE,VELOCIDAD NO RAZONABLE NI PRUDENTE,QUINTA HANS, ,- QUINTA HANS,1052, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8126215.84987832,-4414312.1847975,44,2024,1589031,-36.821909,-72.999039,1,2024/02/04 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,COLLAO, ,- COLLAO,2075, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8143789.07865342,-4436950.26985894,45,2024,1595207,-36.984527,-73.156902,1,2024/03/01 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CORONEL,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LAS TEPAS,LOS GUAYACANES,LAS TEPAS - LOS GUAYACANES,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8121513.49194823,-4386747.23947084,46,2024,1595219,-36.623432,-72.956797,1,2024/03/07 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TOME,CHOQUE,CHOQUE,URBANA,CRUCE CON SENAL PARE,VELOCIDAD IMPRUDENTE,VELOCIDAD NO RAZONABLE NI PRUDENTE,LATORRE,LOS SUSPIROS,LATORRE - LOS SUSPIROS,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8131812.65991693,-4414344.44724378,47,2024,1595225,-36.822141,-73.049316,1,2024/03/07 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LOS CARRERA,IRARRAZAVAL,IRARRAZAVAL - LOS CARRERA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,REGULAR,SECO,DESPEJADO,0,0,0,0
-8124988.32985334,-4402059.38623068,48,2024,1589043,-36.733748,-72.988012,1,2024/02/03 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,PENCO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL PARE,TOLTEN, ,- TOLTEN,200, , ,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1
-8133565.051341,-4415724.17554344,49,2024,1595364,-36.832062,-73.065058,1,2024/03/03 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,COSTANERA,CENTRAL NORTE,CENTRAL NORTE - COSTANERA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,3
-8132856.16882363,-4415077.60988973,50,2024,1595370,-36.827413,-73.05869,1,2024/03/03 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,LOS CARRERA PONIENTE,SERRANO,LOS CARRERA PONIENTE - SERRANO,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8052285.57041625,-4507552.71595269,51,2024,1589051,-37.489461,-72.334912,1,2024/01/28 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,COLISION POR ALCANCE,COLISION,URBANA,CRUCE CON SENAL PARE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR VEHICULO EN RETROCESO,TOLPAN,LOS MAYAS,LOS MAYAS - TOLPAN,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
