X,Y,FID,POINT_X,POINT_Y,Idaccident,Año,Claseaccid,Fecha,Cód_Regi,Región,Cód_Comun,Comuna,Cód_Tipo,Tipo_Accid,Cód_Tip_1,Tipo__CONA,Cód_Zona,Zona,Cód_Ubica,Ubicación,Cód_Causa,Causa,Cód_Cau_1,Causa__CON,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Intersecci,Número,Ruta,Cód_Ruta,Ubicaci_1,Pistas_de,Pistas_d_1,Cód_Calza,Calzada,Cód__Tipo,Tipo_Calza,Cód_Estad,Estado_Cal,Cód_Condi,Condición,Cód_Est_1,Estado_Atm,Fallecidos,Graves,Menos_Grav,Leves,Ilesos,Hora_1
-8134952.25917552,-4412439.30895582,1,-73.077519,-36.80844,1417833,2022,1,2022/02/03 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,URBANA,16,CRUCE SIN SEÑALIZACION,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,21 DE MAYO,0,JORGE ALESSANDRI,21 DE MAYO - JORGE ALESSANDRI,0,0,0,0,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,13:05:00
-8165130.38313627,-4505935.24956419,2,-73.348614,-37.477931,1417881,2022,1,2022/01/24 00:00:00+00,8,REGION BIO BIO,8205,CURANILAHUE,52,CHOQUE LATERAL,40,CHOQUE,1,URBANA,4,ACERA O BERMA,97,CAUSAS NO DETERMINADAS,13,CAUSAS NO DETERMINADAS,0,MANUEL MONTT,0,0,- MANUEL MONTT,1220,0,0,0,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,13:00:00
-8042121.56657327,-4539920.75368664,3,-72.243607,-37.719818,1417908,2022,1,2022/02/01 00:00:00+00,8,REGION BIO BIO,8305,MULCHEN,32,COLISION LATERAL,30,COLISION,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,64,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,10,DESOBEDIENCIA A SEÑALIZACION,0,PEDRO LAGOS,0,SOTOMAYOR,PEDRO LAGOS - SOTOMAYOR,0,0,0,0,1,0,1,UNIDIRECCIONAL,2,ASFALTO,2,REGULAR,2,HUMEDO,2,NUBLADO,1,0,0,1,1,05:50:00
-8094490.14009266,-4477621.60984041,4,-72.714042,-37.275813,1417980,2022,1,2022/01/27 00:00:00+00,8,REGION BIO BIO,8304,LAJA,30,COLISION,30,COLISION,1,URBANA,14,CRUCE CON SEÑAL PARE,65,SEÑALIZACION DESOBEDECER SEÑAL PARE,10,DESOBEDIENCIA A SEÑALIZACION,0,GABRIELA MISTRAL,0,SAN MARTIN,GABRIELA MISTRAL - SAN MARTIN,0,0,0,0,1,1,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,1,0,1,0,16:50:00
-8094878.03285833,-4477923.37025688,5,-72.717527,-37.27797,1417987,2022,1,2022/01/28 00:00:00+00,8,REGION BIO BIO,8304,LAJA,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,ARTURO PRAT,0,0,- ARTURO PRAT,489,0,0,0,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,08:55:00
-8077547.73660799,-4452334.7130356,6,-72.561846,-37.094841,1417989,2022,1,2022/01/30 00:00:00+00,8,REGION BIO BIO,8313,YUMBEL,51,CHOQUE FRONTAL,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,BERNARDO O'HIGGINS,0,0,- BERNARDO O'HIGGINS,75,0,0,0,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1,08:40:00
-8137433.58175725,-4409687.47111541,7,-73.09981,-36.788645,1418111,2022,1,2022/02/04 00:00:00+00,8,REGION BIO BIO,8112,HUALPEN,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,1,IMPRUDENCIA DEL CONDUCTOR,0,LA RECONQUISTA,0,0,- LA RECONQUISTA,4156,0,0,0,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,22:25:00
-8133225.46010238,-4414733.88506227,8,-73.062007,-36.824941,1418130,2022,1,2022/02/03 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,30,COLISION,30,COLISION,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,91,VIRAJES INDEBIDOS,1,IMPRUDENCIA DEL CONDUCTOR,0,ARTURO PRAT,0,MARTINEZ DE ROZAS,ARTURO PRAT - MARTINEZ DE ROZAS,0,0,0,0,3,3,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,2,1,10:15:00
-8139085.1733824,-4407329.95802522,9,-73.114646,-36.771683,1418141,2022,1,2022/02/04 00:00:00+00,8,REGION BIO BIO,8110,TALCAHUANO,70,VOLCADURA,70,VOLCADURA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,1,IMPRUDENCIA DEL CONDUCTOR,0,COSTANERA,0,GRAN BRETAÑA,COSTANERA - GRAN BRETAÑA,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,2,07:50:00
-8133969.89806512,-4412182.75988508,10,-73.068695,-36.806595,1418160,2022,1,2022/02/03 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,32,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,1,IMPRUDENCIA DEL CONDUCTOR,0,ANIBAL PINTO,0,PASAJE CATORCE,ANIBAL PINTO - PASAJE CATORCE,0,0,0,0,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,18:40:00
-8054516.20150472,-4504112.74765277,11,-72.35495,-37.464937,1418202,2022,1,2022/02/02 00:00:00+00,8,REGION BIO BIO,8301,LOS ANGELES,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,ERCILLA,0,0,- ERCILLA,715,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,1,1,11:20:00
-8052694.78086441,-4506837.23422909,12,-72.338588,-37.484361,1418219,2022,1,2022/02/02 00:00:00+00,8,REGION BIO BIO,8301,LOS ANGELES,51,CHOQUE FRONTAL,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,FRANCISCO COLOANE,0,0,- FRANCISCO COLOANE,1363,0,0,0,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1,00:40:00
-8090009.01851857,-4509860.15517821,13,-72.673788,-37.505906,1418264,2022,1,2022/02/01 00:00:00+00,8,REGION BIO BIO,8306,NACIMIENTO,30,COLISION,30,COLISION,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,64,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,10,DESOBEDIENCIA A SEÑALIZACION,0,CIPRIANO MEDINA,0,MONTRI,CIPRIANO MEDINA - MONTRI,0,0,0,0,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,1,0,0,2,15:40:00
-8091909.91014335,-4508769.55425212,14,-72.690864,-37.498134,1418283,2022,1,2022/02/01 00:00:00+00,8,REGION BIO BIO,8306,NACIMIENTO,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,31,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,1,IMPRUDENCIA DEL CONDUCTOR,0,OSCAR VALDEBENITO,0,0,- OSCAR VALDEBENITO,1470,0,0,0,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,15:30:00
-8153898.52481396,-4475232.6076745,15,-73.247717,-37.258734,1418363,2022,1,2022/02/01 00:00:00+00,8,REGION BIO BIO,8202,ARAUCO,50,CHOQUE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,VICENTE MILLAN,0,0,- VICENTE MILLAN,341,0,0,0,1,1,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1,03:40:00
-8130856.28077568,-4413882.47793424,16,-73.040725,-36.818819,1418366,2022,1,2022/02/01 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,50,CHOQUE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,24,CONDUCCION EN ESTADO DE EBRIEDAD,4,ALCOHOL EN CONDUCTOR,0,LOS CARRERA,0,GALVARINO,GALVARINO - LOS CARRERA,0,0,0,0,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1,00:01:00
-8162088.5446545,-4473495.66212292,17,-73.321289,-37.246314,1418368,2022,1,2022/02/01 00:00:00+00,8,REGION BIO BIO,8202,ARAUCO,50,CHOQUE,40,CHOQUE,1,URBANA,14,CRUCE CON SEÑAL PARE,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,CARLOS CONDELL,0,ARTURO PRAT,ARTURO PRAT - CARLOS CONDELL,0,0,0,0,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1,08:00:00
-8153667.95988463,-4475120.17122784,18,-73.245645,-37.25793,1418371,2022,1,2022/02/01 00:00:00+00,8,REGION BIO BIO,8202,ARAUCO,52,CHOQUE LATERAL,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,VICENTE MILLAN,0,0,- VICENTE MILLAN,230,0,0,0,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,14:10:00
-8134180.34756246,-4411424.61926602,19,-73.070585,-36.801142,1418380,2022,1,2022/02/04 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,93,CONDUCIR VEHICULO EN RETROCESO,1,IMPRUDENCIA DEL CONDUCTOR,0,JORGE ALESSANDRI,0,0,- JORGE ALESSANDRI,804,0,0,0,3,3,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,19:20:00
-8129899.75691909,-4412368.66419047,20,-73.032132,-36.807932,1418392,2022,1,2022/02/05 00:00:00+00,8,REGION BIO BIO,8103,CHIGUAYANTE,30,COLISION,30,COLISION,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,62,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,10,DESOBEDIENCIA A SEÑALIZACION,0,JOSE MIGUEL GARCIA,0,CAMILO HENRIQUEZ,CAMILO HENRIQUEZ - JOSE MIGUEL GARCIA,0,0,0,0,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,06:40:00
-8074017.91800637,-4520997.21768837,21,-72.530137,-37.585229,1418433,2022,1,2022/02/06 00:00:00+00,8,REGION BIO BIO,8307,NEGRETE,33,COLISION POR ALCANCE,30,COLISION,1,URBANA,14,CRUCE CON SEÑAL PARE,66,SEÑALIZACION DESOBEDECER OTRA,10,DESOBEDIENCIA A SEÑALIZACION,0,10 DE JULIO,0,IGNACIO CARRERA PINTO,10 DE JULIO - IGNACIO CARRERA PINTO,0,0,0,0,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,20:15:00
-8124875.10679925,-4413862.94052194,22,-72.986995,-36.818678,1418445,2022,1,2022/02/02 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,67,CHOQUE POSTERIOR/FRENTE,40,CHOQUE,1,URBANA,4,ACERA O BERMA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,CALLE UNO,0,0,- CALLE UNO,7,0,0,0,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,3,14:30:00
-8051424.67000225,-4500771.138859,23,-72.327178,-37.441108,1418448,2022,1,2022/02/03 00:00:00+00,8,REGION BIO BIO,8301,LOS ANGELES,53,CHOQUE POSTERIOR,40,CHOQUE,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,LAS INDUSTRIAS,0,SOR VICENTA,LAS INDUSTRIAS - SOR VICENTA,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,08:30:00
-8053242.76218979,-4503654.04424601,24,-72.343511,-37.461667,1418458,2022,1,2022/02/03 00:00:00+00,8,REGION BIO BIO,8301,LOS ANGELES,52,CHOQUE LATERAL,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,ALEMANIA,0,0,- ALEMANIA,831,0,0,0,1,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,13:30:00
-8198990.14322019,-4524208.40807813,25,-73.652782,-37.608085,1418469,2022,1,2022/01/30 00:00:00+00,8,REGION BIO BIO,8201,LEBU,51,CHOQUE FRONTAL,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,RIOSECO,0,0,- RIOSECO,235,0,0,0,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1,06:25:00
-8129556.67024846,-4413374.3082952,26,-73.02905,-36.815164,1418482,2022,1,2022/02/03 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,33,COLISION POR ALCANCE,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,COLLAO,0,0,- COLLAO,100,0,0,0,3,0,1,UNIDIRECCIONAL,1,CONCRETO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,2,1,22:50:00
-8199484.78024558,-4524620.78268723,27,-73.657225,-37.61102,1418487,2022,1,2022/02/01 00:00:00+00,8,REGION BIO BIO,8201,LEBU,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,99,HECHO DELICTUAL,14,OTRAS CAUSAS,0,SANTA TERESA,0,RAMON PUNTI,RAMON PUNTI - SANTA TERESA,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,0,00:00:00
-8132888.45147596,-4413652.99556048,28,-73.05898,-36.817169,1418494,2022,1,2022/02/07 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,50,CHOQUE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,RENGO,0,VICUÑA MACKENNA,RENGO - VICUÑA MACKENNA,0,0,0,0,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,12:10:00
-8130894.93090288,-4414057.50971827,29,-73.041072,-36.820078,1418499,2022,1,2022/02/03 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,34,COLISION PERPENDICULAR,30,COLISION,1,URBANA,14,CRUCE CON SEÑAL PARE,24,CONDUCCION EN ESTADO DE EBRIEDAD,4,ALCOHOL EN CONDUCTOR,0,LAUTARO,0,MAIPU,LAUTARO - MAIPU,0,0,0,0,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,08:30:00
-8161993.77837199,-4473699.63678421,30,-73.320438,-37.247773,1418521,2022,1,2022/02/05 00:00:00+00,8,REGION BIO BIO,8202,ARAUCO,70,VOLCADURA,70,VOLCADURA,1,URBANA,1,TRAMO DE VIA RECTA,21,CONDUCCION BAJO LA INFLUENCIA DEL ALCOHOL,4,ALCOHOL EN CONDUCTOR,0,ESMERALDA,0,0,- ESMERALDA,683,0,0,0,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,1,0,0,0,02:10:00
-8053176.90557903,-4507305.23800866,31,-72.342919,-37.487697,1418526,2022,1,2022/02/03 00:00:00+00,8,REGION BIO BIO,8301,LOS ANGELES,32,COLISION LATERAL,30,COLISION,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,LOS CARRERA,0,FRANCISCO ENCINA,FRANCISCO ENCINA - LOS CARRERA,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,14:20:00
-8125527.75070988,-4414948.96913721,32,-72.992858,-36.826488,1418534,2022,1,2022/02/03 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,JORGE GIACAMAN,0,JULIO DIESTRE,JORGE GIACAMAN - JULIO DIESTRE,0,0,0,0,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,3,18:00:00
-8119415.80972762,-4435692.40891535,33,-72.937953,-36.9755,1418538,2022,1,2022/01/19 00:00:00+00,8,REGION BIO BIO,8105,HUALQUI,34,COLISION PERPENDICULAR,30,COLISION,1,URBANA,14,CRUCE CON SEÑAL PARE,65,SEÑALIZACION DESOBEDECER SEÑAL PARE,10,DESOBEDIENCIA A SEÑALIZACION,0,MANUEL BULNES,0,RAMON FREIRE,MANUEL BULNES - RAMON FREIRE,0,0,0,0,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,2,0,14:54:00
-8131248.21443886,-4414421.96107794,34,-73.044246,-36.822698,1418560,2022,1,2022/02/04 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,34,COLISION PERPENDICULAR,30,COLISION,1,URBANA,14,CRUCE CON SEÑAL PARE,65,SEÑALIZACION DESOBEDECER SEÑAL PARE,10,DESOBEDIENCIA A SEÑALIZACION,0,FREIRE,0,ONGOLMO,FREIRE - ONGOLMO,0,0,0,0,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,08:00:00
-8131225.81695732,-4414743.2165002,35,-73.044044,-36.825009,1418563,2022,1,2022/02/05 00:00:00+00,8,REGION BIO BIO,8101,CONCEPCION,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,1,IMPRUDENCIA DEL CONDUCTOR,0,BERNARDO O'HIGGINS,0,0,- BERNARDO O'HIGGINS,1117,0,0,0,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,13:00:00
-8142153.11628477,-4418832.46722168,36,-73.142206,-36.854408,1418567,2022,1,2022/01/28 00:00:00+00,8,REGION BIO BIO,8108,SAN PEDRO DE LA PAZ,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,97,CAUSAS NO DETERMINADAS,13,CAUSAS NO DETERMINADAS,0,MICHIMALONCO,0,0,- MICHIMALONCO,3534,0,0,0,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,22:00:00
-8199609.80316569,-4525489.37165869,37,-73.658348,-37.617201,1418597,2022,1,2022/02/04 00:00:00+00,8,REGION BIO BIO,8201,LEBU,70,VOLCADURA,70,VOLCADURA,1,URBANA,1,TRAMO DE VIA RECTA,72,VELOCIDAD NO RAZONABLE NI PRUDENTE,7,VELOCIDAD IMPRUDENTE,0,CLAUDIO MATTE,0,0,- CLAUDIO MATTE,1037,0,0,0,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,0,20:30:00
-8128048.61397474,-4431836.47960043,38,-73.015503,-36.947823,1418607,2022,1,2022/02/02 00:00:00+00,8,REGION BIO BIO,8103,CHIGUAYANTE,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,MANUEL RODRIGUEZ,0,0,- MANUEL RODRIGUEZ,2881,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,12:00:00
-8130477.03753444,-4423870.08307957,39,-73.037318,-36.890609,1418629,2022,1,2022/02/03 00:00:00+00,8,REGION BIO BIO,8103,CHIGUAYANTE,34,COLISION PERPENDICULAR,30,COLISION,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,COSTANERA,0,PASCUAL BINIMELIS,COSTANERA - PASCUAL BINIMELIS,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,14:00:00
-8130282.45106454,-4428397.57958419,40,-73.03557,-36.92313,1418651,2022,1,2022/02/04 00:00:00+00,8,REGION BIO BIO,8103,CHIGUAYANTE,65,CHOQUE LADO/LADO,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,COCHRANE,0,0,- COCHRANE,583,0,0,0,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,13:00:00
-8127602.03357352,-4431617.58514759,41,-73.011491,-36.946252,1418673,2022,1,2022/02/07 00:00:00+00,8,REGION BIO BIO,8103,CHIGUAYANTE,65,CHOQUE LADO/LADO,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,O'HIGGINS PONIENTE,0,PORVENIR,O'HIGGINS PONIENTE - PORVENIR,0,0,0,0,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,18:30:00
-8140204.36841089,-4407371.21856628,42,-73.1247,-36.77198,1418818,2022,1,2022/02/08 00:00:00+00,8,REGION BIO BIO,8112,HUALPEN,70,VOLCADURA,70,VOLCADURA,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,LENGA,0,0,- LENGA,3120,0,0,0,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,0,17:30:00
-8171817.91267763,-4551872.65458308,43,-73.408689,-37.804697,1418828,2022,1,2022/02/03 00:00:00+00,8,REGION BIO BIO,8203,CAÑETE,70,VOLCADURA,70,VOLCADURA,1,URBANA,1,TRAMO DE VIA RECTA,95,PERDIDA CONTROL VEHICULO,9,PERDIDA CONTROL VEHICULO,0,PETIT LAURENT,0,MANUEL RODRIGUEZ,MANUEL RODRIGUEZ - PETIT LAURENT,0,0,0,0,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,1,1,0,23:40:00
-8130477.03753444,-4423870.08307957,44,-73.037318,-36.890609,1418838,2022,1,2022/02/07 00:00:00+00,8,REGION BIO BIO,8103,CHIGUAYANTE,34,COLISION PERPENDICULAR,30,COLISION,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,62,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,10,DESOBEDIENCIA A SEÑALIZACION,0,COSTANERA,0,PASCUAL BINIMELIS,COSTANERA - PASCUAL BINIMELIS,0,0,0,0,3,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1,22:35:00
-8128046.87739068,-4431893.70073386,45,-73.015487,-36.948234,1418844,2022,1,2022/02/08 00:00:00+00,8,REGION BIO BIO,8103,CHIGUAYANTE,99,OTRO TIPO,99,OTRO TIPO,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,PORVENIR,0,MANUEL RODRIGUEZ,MANUEL RODRIGUEZ - PORVENIR,0,0,0,0,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1,10:00:00
-8128655.67255388,-4430184.28976882,46,-73.020956,-36.935961,1418848,2022,1,2022/02/08 00:00:00+00,8,REGION BIO BIO,8103,CHIGUAYANTE,34,COLISION PERPENDICULAR,30,COLISION,1,URBANA,14,CRUCE CON SEÑAL PARE,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,MANUEL RODRIGUEZ,0,0,- MANUEL RODRIGUEZ,1562,0,0,0,1,0,1,UNIDIRECCIONAL,1,CONCRETO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1,11:00:00
