FID,type,nombre,comuna,nombre_reg,nombre_com,Shape__Length,calle_join_key
3705,primary,Avenida Longitudinal Sur,8401,REGIÓN DEL BIOBÍO,CHILLÁN,1975.00057546986,AVENIDA LONGITUDINAL SUR
3706,primary,Enlace Salto del Laja,8303,REGIÓN DEL BIOBÍO,CABRERO,75.555846109023,ENLACE SALTO DEL LAJA
3707,motorway_link,Salida a Saltos del Laja,8301,REGIÓN DEL BIOBÍO,LOS ÁNGELES,989.829761383079,SALIDA A SALTOS DEL LAJA
3708,footway,,8303,REGIÓN DEL BIOBÍO,CABRERO,506.95887534664,
3709,motorway,Puente Laja,8303,REGIÓN DEL BIOBÍO,CABRERO,57.9407322275967,PUENTE LAJA
3710,motorway,Puente Laja,8301,REGIÓN DEL BIOBÍO,LOS ÁNGELES,60.2885580679278,PUENTE LAJA
3711,motorway,Puente Laja,8303,REGIÓN DEL BIOBÍO,CABRERO,58.7456027195118,PUENTE LAJA
3712,motorway,Puente Laja,8301,REGIÓN DEL BIOBÍO,LOS ÁNGELES,59.0626407464978,PUENTE LAJA
3713,service,Copec,8301,REGIÓN DEL BIOBÍO,LOS ÁNGELES,459.413238497555,COPEC
3714,motorway,Autopista del Bosque,8301,REGIÓN DEL BIOBÍO,LOS ÁNGELES,8845.80454250985,AUTOPISTA DEL BOSQUE
3715,motorway,Autopista del Bosque,8301,REGIÓN DEL BIOBÍO,LOS ÁNGELES,174.173944379709,AUTOPISTA DEL BOSQUE
3716,motorway,Autopista del Bosque,8301,REGIÓN DEL BIOBÍO,LOS ÁNGELES,169.9918466235,AUTOPISTA DEL BOSQUE
3717,motorway,Longitudinal Sur (Autopista del Bosque),8301,REGIÓN DEL BIOBÍO,LOS ÁNGELES,10536.9771507117,LONGITUDINAL SUR (AUTOPISTA DEL BOSQUE)
3718,motorway,Autopista del Bosque,8301,REGIÓN DEL BIOBÍO,LOS ÁNGELES,227.688103344362,AUTOPISTA DEL BOSQUE
3719,motorway,Autopista del Bosque,8305,REGIÓN DEL BIOBÍO,MULCHÉN,144.728106560825,AUTOPISTA DEL BOSQUE
3720,motorway,Autopista del Bosque,8301,REGIÓN DEL BIOBÍO,LOS ÁNGELES,230.618663324633,AUTOPISTA DEL BOSQUE
3721,motorway,Autopista del Bosque,8305,REGIÓN DEL BIOBÍO,MULCHÉN,142.965861773487,AUTOPISTA DEL BOSQUE
3722,motorway,Autopista del Bosque,8305,REGIÓN DEL BIOBÍO,MULCHÉN,16928.253311231,AUTOPISTA DEL BOSQUE
3884,residential,Avenida Vicente Méndez,8401,REGIÓN DEL BIOBÍO,CHILLÁN,1244.5402189913,AVENIDA VICENTE MÉNDEZ
4732,secondary,Constitución,8401,REGIÓN DEL BIOBÍO,CHILLÁN,386.771887279319,CONSTITUCIÓN
4733,primary,Avenida Vicente Méndez,8401,REGIÓN DEL BIOBÍO,CHILLÁN,540.315696838533,AVENIDA VICENTE MÉNDEZ
4734,primary,Avenida Argentina,8401,REGIÓN DEL BIOBÍO,CHILLÁN,336.578550178036,AVENIDA ARGENTINA
4735,tertiary,El Roble,8401,REGIÓN DEL BIOBÍO,CHILLÁN,1267.36492309462,EL ROBLE
4736,residential,Yerbas Buenas,8401,REGIÓN DEL BIOBÍO,CHILLÁN,380.929348220642,YERBAS BUENAS
4737,residential,Gamero,8401,REGIÓN DEL BIOBÍO,CHILLÁN,383.429507412781,GAMERO
5293,tertiary,,8401,REGIÓN DEL BIOBÍO,CHILLÁN,2074.16274340235,
6665,secondary,Avenida Libertad,8401,REGIÓN DEL BIOBÍO,CHILLÁN,28.0889475733446,AVENIDA LIBERTAD
6666,residential,Itata,8401,REGIÓN DEL BIOBÍO,CHILLÁN,2171.98199998967,ITATA
6667,secondary,18 de Septiembre,8401,REGIÓN DEL BIOBÍO,CHILLÁN,33.5991021619262,18 DE SEPTIEMBRE
6668,tertiary,18 de Septiembre,8401,REGIÓN DEL BIOBÍO,CHILLÁN,655.266879366849,18 DE SEPTIEMBRE
6669,residential,Carrera,8401,REGIÓN DEL BIOBÍO,CHILLÁN,73.072344163802,CARRERA
6670,secondary,18 de Septiembre,8401,REGIÓN DEL BIOBÍO,CHILLÁN,59.3901305486597,18 DE SEPTIEMBRE
6671,trunk,Avenida San Juan Bosco,8101,REGIÓN DEL BIOBÍO,CONCEPCIÓN,159.001567961381,AVENIDA SAN JUAN BOSCO
7283,primary,Avenida Brasil,8401,REGIÓN DEL BIOBÍO,CHILLÁN,920.125398845708,AVENIDA BRASIL
7284,residential,Purén,8401,REGIÓN DEL BIOBÍO,CHILLÁN,32.6744061064096,PURÉN
7285,secondary,Avenida Brasil,8401,REGIÓN DEL BIOBÍO,CHILLÁN,107.570187192218,AVENIDA BRASIL
7286,residential,Independencia,8401,REGIÓN DEL BIOBÍO,CHILLÁN,388.797540353623,INDEPENDENCIA
7287,primary,Collín,8401,REGIÓN DEL BIOBÍO,CHILLÁN,853.271052407321,COLLÍN
7288,primary,Collin,8401,REGIÓN DEL BIOBÍO,CHILLÁN,37.2186294325439,COLLIN
7289,primary,Collín,8401,REGIÓN DEL BIOBÍO,CHILLÁN,94.9013794982271,COLLÍN
7290,motorway,Autopista Talca - Chillán,8401,REGIÓN DEL BIOBÍO,CHILLÁN,78.9417219412169,AUTOPISTA TALCA - CHILLÁN
7291,motorway,Autopista Talca - Chillán,8419,REGIÓN DEL BIOBÍO,SAN NICOLÁS,597.003002422598,AUTOPISTA TALCA - CHILLÁN
7745,tertiary,Avenida Andrés Bello,8401,REGIÓN DEL BIOBÍO,CHILLÁN,289.942007628188,AVENIDA ANDRÉS BELLO
7746,tertiary,Emmanuel,8401,REGIÓN DEL BIOBÍO,CHILLÁN,52.7135654056942,EMMANUEL
7747,tertiary,Diego Portales,8401,REGIÓN DEL BIOBÍO,CHILLÁN,551.07307589909,DIEGO PORTALES
7748,residential,Bulnes,8401,REGIÓN DEL BIOBÍO,CHILLÁN,31.7588223622692,BULNES
7749,tertiary,Arauco,8401,REGIÓN DEL BIOBÍO,CHILLÁN,389.977373031491,ARAUCO
7750,residential,Herminda Martín,8401,REGIÓN DEL BIOBÍO,CHILLÁN,185.079627287606,HERMINDA MARTÍN
7751,service,Jumbo,8401,REGIÓN DEL BIOBÍO,CHILLÁN,165.248157336084,JUMBO
7752,residential,Salida Jumbo,8401,REGIÓN DEL BIOBÍO,CHILLÁN,22.3163435791529,SALIDA JUMBO
7760,tertiary,Maipón,8401,REGIÓN DEL BIOBÍO,CHILLÁN,386.38005428166,MAIPÓN
7761,secondary,Camino a Cato,8401,REGIÓN DEL BIOBÍO,CHILLÁN,21302.6099502186,CAMINO A CATO
7762,secondary,Camino a Cato,8405,REGIÓN DEL BIOBÍO,COIHUECO,9205.08386925758,CAMINO A CATO
7763,secondary,Chillán - Nahueltoro,8401,REGIÓN DEL BIOBÍO,CHILLÁN,5164.71581185287,CHILLÁN - NAHUELTORO
7764,primary,Avenida Libertador Bernardo O'Higgins,8401,REGIÓN DEL BIOBÍO,CHILLÁN,2264.16325820848,AVENIDA LIBERTADOR BERNARDO O'HIGGINS
7765,primary,Avenida Libertador Bernardo O'Higgins,8401,REGIÓN DEL BIOBÍO,CHILLÁN,29.5093853780859,AVENIDA LIBERTADOR BERNARDO O'HIGGINS
7766,tertiary,20 de Agosto,8406,REGIÓN DEL BIOBÍO,CHILLÁN VIEJO,165.786660613077,20 DE AGOSTO
7767,residential,Arturo Prat,8401,REGIÓN DEL BIOBÍO,CHILLÁN,389.620901855863,ARTURO PRAT
7768,tertiary,5 de Abril,8401,REGIÓN DEL BIOBÍO,CHILLÁN,30.3332934751965,5 DE ABRIL
7769,residential,Sargento Aldea,8401,REGIÓN DEL BIOBÍO,CHILLÁN,207.069723928025,SARGENTO ALDEA
7770,residential,Cocharcas,8401,REGIÓN DEL BIOBÍO,CHILLÁN,424.686499335243,COCHARCAS
7771,residential,Carrera,8401,REGIÓN DEL BIOBÍO,CHILLÁN,918.063924237597,CARRERA
7772,residential,Purén,8401,REGIÓN DEL BIOBÍO,CHILLÁN,1251.00313024017,PURÉN
7773,residential,,8401,REGIÓN DEL BIOBÍO,CHILLÁN,54.149148056218,
7774,residential,Rosas,8401,REGIÓN DEL BIOBÍO,CHILLÁN,263.282309741562,ROSAS
7775,pedestrian,Claudio Arrau,8401,REGIÓN DEL BIOBÍO,CHILLÁN,15.6702857063646,CLAUDIO ARRAU
7776,primary_link,,8401,REGIÓN DEL BIOBÍO,CHILLÁN,32.0374631775271,
7777,living_street,Mariscal Ruiz de Gamboa,8401,REGIÓN DEL BIOBÍO,CHILLÁN,179.049569493839,MARISCAL RUIZ DE GAMBOA
7778,living_street,,8401,REGIÓN DEL BIOBÍO,CHILLÁN,179.207879169066,
7779,residential,Avenida Brasil,8401,REGIÓN DEL BIOBÍO,CHILLÁN,185.154910821658,AVENIDA BRASIL
7780,primary,Avenida Brasil,8401,REGIÓN DEL BIOBÍO,CHILLÁN,354.231158788469,AVENIDA BRASIL
7781,residential,Cocharcas,8401,REGIÓN DEL BIOBÍO,CHILLÁN,176.132579883537,COCHARCAS
7782,residential,Los Jesuitas,8401,REGIÓN DEL BIOBÍO,CHILLÁN,796.457646874494,LOS JESUITAS
7783,secondary,Schleyer,8401,REGIÓN DEL BIOBÍO,CHILLÁN,600.404889332008,SCHLEYER
7784,residential,Los Mercedarios,8401,REGIÓN DEL BIOBÍO,CHILLÁN,198.243034180833,LOS MERCEDARIOS
7785,residential,,8401,REGIÓN DEL BIOBÍO,CHILLÁN,99.5672858173676,
7786,residential,Esteban Murillo,8401,REGIÓN DEL BIOBÍO,CHILLÁN,79.4687041070929,ESTEBAN MURILLO
7787,secondary,Avenida Padre Alberto Hurtado,8401,REGIÓN DEL BIOBÍO,CHILLÁN,1123.98076716111,AVENIDA PADRE ALBERTO HURTADO
7788,residential,Los Peumos,8401,REGIÓN DEL BIOBÍO,CHILLÁN,656.493762965471,LOS PEUMOS
7789,primary,Avenida Vicente Méndez,8401,REGIÓN DEL BIOBÍO,CHILLÁN,530.085632243777,AVENIDA VICENTE MÉNDEZ
7790,primary,Avenida Vicente Méndez,8401,REGIÓN DEL BIOBÍO,CHILLÁN,1324.52485744429,AVENIDA VICENTE MÉNDEZ
7791,tertiary,Chacabuco,8401,REGIÓN DEL BIOBÍO,CHILLÁN,227.870414812257,CHACABUCO
7792,tertiary,Alcántara,8401,REGIÓN DEL BIOBÍO,CHILLÁN,93.3910920903507,ALCÁNTARA
7793,residential,Río Duero,8401,REGIÓN DEL BIOBÍO,CHILLÁN,490.697365926826,RÍO DUERO
7794,residential,Gerona,8401,REGIÓN DEL BIOBÍO,CHILLÁN,50.9773017615548,GERONA
7795,tertiary,Alcántara,8401,REGIÓN DEL BIOBÍO,CHILLÁN,92.9114400319766,ALCÁNTARA
7796,tertiary,Alcántara,8401,REGIÓN DEL BIOBÍO,CHILLÁN,434.260885110604,ALCÁNTARA
7797,residential,Santoña,8401,REGIÓN DEL BIOBÍO,CHILLÁN,35.8517980066802,SANTOÑA
7798,residential,Andorra,8401,REGIÓN DEL BIOBÍO,CHILLÁN,473.661367974497,ANDORRA
7799,tertiary,Alcázar,8401,REGIÓN DEL BIOBÍO,CHILLÁN,766.74204948037,ALCÁZAR
7800,residential,Plaza Real,8401,REGIÓN DEL BIOBÍO,CHILLÁN,177.496030526543,PLAZA REAL
7801,residential,La Escala,8401,REGIÓN DEL BIOBÍO,CHILLÁN,473.308909723636,LA ESCALA
7802,residential,Río Ara,8401,REGIÓN DEL BIOBÍO,CHILLÁN,65.7776859834723,RÍO ARA
7803,residential,Tarrega,8401,REGIÓN DEL BIOBÍO,CHILLÁN,165.398435158176,TARREGA
7897,motorway,Autopista del Itata,8107,REGIÓN DEL BIOBÍO,PENCO,956.210734793433,AUTOPISTA DEL ITATA
8831,residential,Costa Dorada,8401,REGIÓN DEL BIOBÍO,CHILLÁN,154.94019506989,COSTA DORADA
8832,residential,Costa Brava,8401,REGIÓN DEL BIOBÍO,CHILLÁN,98.749667073832,COSTA BRAVA
8833,residential,Serra de Montsant,8401,REGIÓN DEL BIOBÍO,CHILLÁN,116.415937117628,SERRA DE MONTSANT
8834,residential,Badalona,8401,REGIÓN DEL BIOBÍO,CHILLÁN,133.279181479515,BADALONA
8835,tertiary,Coihueco - Los Olivos por Paso Hermoso,8405,REGIÓN DEL BIOBÍO,COIHUECO,4731.03220338228,COIHUECO - LOS OLIVOS POR PASO HERMOSO
8870,residential,Sargento Aldea,8405,REGIÓN DEL BIOBÍO,COIHUECO,379.335215240575,SARGENTO ALDEA
8871,secondary,Comercio,8405,REGIÓN DEL BIOBÍO,COIHUECO,1153.60355575495,COMERCIO
8872,residential,Balmaceda,8405,REGIÓN DEL BIOBÍO,COIHUECO,1062.52322696028,BALMACEDA
8873,residential,Lagos,8405,REGIÓN DEL BIOBÍO,COIHUECO,883.134594157928,LAGOS
8874,residential,Hermosilla,8405,REGIÓN DEL BIOBÍO,COIHUECO,530.435616552879,HERMOSILLA
8875,secondary,San Martín,8405,REGIÓN DEL BIOBÍO,COIHUECO,319.078516209437,SAN MARTÍN
8876,primary,Chillán - Pinto - Termas de Chillán,8411,REGIÓN DEL BIOBÍO,PINTO,1828.74069221217,CHILLÁN - PINTO - TERMAS DE CHILLÁN
8877,primary,Ernesto Riquelme,8411,REGIÓN DEL BIOBÍO,PINTO,368.057440364932,ERNESTO RIQUELME
8878,residential,Ernesto Riquelme,8411,REGIÓN DEL BIOBÍO,PINTO,545.650346183802,ERNESTO RIQUELME
8879,residential,Vicuña Mackenna,8411,REGIÓN DEL BIOBÍO,PINTO,330.415379986926,VICUÑA MACKENNA
8880,tertiary,,8411,REGIÓN DEL BIOBÍO,PINTO,804.690993498973,
8881,residential,Vicuña Mackenna,8411,REGIÓN DEL BIOBÍO,PINTO,178.067896646081,VICUÑA MACKENNA
8882,primary,Vicuña Mackenna,8411,REGIÓN DEL BIOBÍO,PINTO,360.268294274843,VICUÑA MACKENNA
8919,track,,8411,REGIÓN DEL BIOBÍO,PINTO,2311.19630781056,
8920,tertiary,Callejón Los Hualles,8411,REGIÓN DEL BIOBÍO,PINTO,3379.79025531417,CALLEJÓN LOS HUALLES
8921,secondary,Barros Arana,8401,REGIÓN DEL BIOBÍO,CHILLÁN,700.06369695125,BARROS ARANA
8922,primary,,8401,REGIÓN DEL BIOBÍO,CHILLÁN,38.5871165002828,
8923,residential,Veinticuatro de Enero,8401,REGIÓN DEL BIOBÍO,CHILLÁN,370.182847320286,VEINTICUATRO DE ENERO
8924,residential,Itata,8401,REGIÓN DEL BIOBÍO,CHILLÁN,29.2747310270426,ITATA
8925,residential,Guillermo Franke,8401,REGIÓN DEL BIOBÍO,CHILLÁN,179.561245760664,GUILLERMO FRANKE
8926,residential,Veintisiete de Abril,8401,REGIÓN DEL BIOBÍO,CHILLÁN,175.930700782249,VEINTISIETE DE ABRIL
8927,residential,,8401,REGIÓN DEL BIOBÍO,CHILLÁN,174.712093671936,
8928,motorway_link,Salida a Concepción,8107,REGIÓN DEL BIOBÍO,PENCO,268.701491688396,SALIDA A CONCEPCIÓN
8929,motorway_link,Salida a Ruta Interportuaria,8107,REGIÓN DEL BIOBÍO,PENCO,289.063944791845,SALIDA A RUTA INTERPORTUARIA
8930,motorway_link,Salida a Penco,8107,REGIÓN DEL BIOBÍO,PENCO,273.056287833156,SALIDA A PENCO
8931,motorway_link,Salida a Itata Norte,8107,REGIÓN DEL BIOBÍO,PENCO,314.410990346713,SALIDA A ITATA NORTE
8932,motorway_link,Salida a Autopista del Itata,8107,REGIÓN DEL BIOBÍO,PENCO,506.423171811897,SALIDA A AUTOPISTA DEL ITATA
8933,motorway_link,Salida a Ruta Interportuaria,8107,REGIÓN DEL BIOBÍO,PENCO,376.684003748721,SALIDA A RUTA INTERPORTUARIA
8934,motorway_link,Salida a Concepción,8107,REGIÓN DEL BIOBÍO,PENCO,441.286354101027,SALIDA A CONCEPCIÓN
9228,residential,Manuel Balmaceda,8411,REGIÓN DEL BIOBÍO,PINTO,1263.1245514302,MANUEL BALMACEDA
9229,tertiary,,8411,REGIÓN DEL BIOBÍO,PINTO,3765.90781630714,
9230,residential,Ignacio Serrano,8411,REGIÓN DEL BIOBÍO,PINTO,913.917323373748,IGNACIO SERRANO
9231,primary,Avenida Santa María,8411,REGIÓN DEL BIOBÍO,PINTO,359.425861218318,AVENIDA SANTA MARÍA
9232,primary,Chillán - Pinto - Termas de Chillán,8411,REGIÓN DEL BIOBÍO,PINTO,497.459045267142,CHILLÁN - PINTO - TERMAS DE CHILLÁN
9233,residential,Independencia,8401,REGIÓN DEL BIOBÍO,CHILLÁN,300.507599121334,INDEPENDENCIA
9234,residential,Purén,8401,REGIÓN DEL BIOBÍO,CHILLÁN,565.132936585675,PURÉN
9236,residential,Cocharcas,8401,REGIÓN DEL BIOBÍO,CHILLÁN,1600.59850729247,COCHARCAS
9237,residential,Sargento Aldea,8401,REGIÓN DEL BIOBÍO,CHILLÁN,45.8298280735506,SARGENTO ALDEA
9238,residential,Sargento Aldea,8401,REGIÓN DEL BIOBÍO,CHILLÁN,55.0010477427863,SARGENTO ALDEA
9239,residential,Sargento Aldea,8401,REGIÓN DEL BIOBÍO,CHILLÁN,1888.15648230233,SARGENTO ALDEA
9240,tertiary,Isabel Riquelme,8401,REGIÓN DEL BIOBÍO,CHILLÁN,104.005171326282,ISABEL RIQUELME
9241,tertiary,Isabel Riquelme,8401,REGIÓN DEL BIOBÍO,CHILLÁN,49.8829267743444,ISABEL RIQUELME
9242,residential,Purén,8401,REGIÓN DEL BIOBÍO,CHILLÁN,171.821767042953,PURÉN
9243,primary,Collín,8401,REGIÓN DEL BIOBÍO,CHILLÁN,72.9797486169056,COLLÍN
9244,primary,Collín,8401,REGIÓN DEL BIOBÍO,CHILLÁN,614.418548044596,COLLÍN
11548,unclassified,Cruce Ruta R-42 - Ipinco Arriba,8204,REGIÓN DEL BIOBÍO,CONTULMO,5.93693129811745,CRUCE RUTA R-42 - IPINCO ARRIBA
11591,tertiary,Purén - Capitán Pastene por Melinchique,8204,REGIÓN DEL BIOBÍO,CONTULMO,3864.41705972539,PURÉN - CAPITÁN PASTENE POR MELINCHIQUE
11660,tertiary,,8207,REGIÓN DEL BIOBÍO,TIRÚA,2873.84389117609,
11674,tertiary,Hualacura - Chacabuco - Las Araucarias,8207,REGIÓN DEL BIOBÍO,TIRÚA,1345.97185586815,HUALACURA - CHACABUCO - LAS ARAUCARIAS
11835,tertiary,Angol - Puente Calabozo por Maitenrehue,8306,REGIÓN DEL BIOBÍO,NACIMIENTO,79.0828263700937,ANGOL - PUENTE CALABOZO POR MAITENREHUE
11866,primary,"Tres Pinos - Contulmo - Los Sauces, Sector: Cont",8204,REGIÓN DEL BIOBÍO,CONTULMO,8.87696120381389,"TRES PINOS - CONTULMO - LOS SAUCES, SECTOR: CONT"
11898,unclassified,,8204,REGIÓN DEL BIOBÍO,CONTULMO,12479.6190265985,
11917,unclassified,,8204,REGIÓN DEL BIOBÍO,CONTULMO,39.1101287698203,
11954,tertiary,"Muclhén - Jaula, Sector: Límite Regional - Jau",8305,REGIÓN DEL BIOBÍO,MULCHÉN,275.801477826136,"MUCLHÉN - JAULA, SECTOR: LÍMITE REGIONAL - JAU"
11995,unclassified,Cruce R-120-P - Límite Regional,8203,REGIÓN DEL BIOBÍO,CAÑETE,1252.71376994227,CRUCE R-120-P - LÍMITE REGIONAL
14817,secondary,Pedro Aguirre Cerda,8401,REGIÓN DEL BIOBÍO,CHILLÁN,199.3189000337,PEDRO AGUIRRE CERDA
14818,primary,Avenida Vicente Méndez,8401,REGIÓN DEL BIOBÍO,CHILLÁN,152.571440653481,AVENIDA VICENTE MÉNDEZ
14819,primary,Avenida Ecuador,8401,REGIÓN DEL BIOBÍO,CHILLÁN,1827.31313255929,AVENIDA ECUADOR
14820,primary,Avenida Libertador Bernardo O'Higgins,8401,REGIÓN DEL BIOBÍO,CHILLÁN,25.5652661157015,AVENIDA LIBERTADOR BERNARDO O'HIGGINS
14821,primary,Avenida Vicente Méndez,8401,REGIÓN DEL BIOBÍO,CHILLÁN,1053.25716845532,AVENIDA VICENTE MÉNDEZ
14822,tertiary,Emmanuel,8401,REGIÓN DEL BIOBÍO,CHILLÁN,873.766297077754,EMMANUEL
14823,service,Líder Express,8401,REGIÓN DEL BIOBÍO,CHILLÁN,55.3590562050226,LÍDER EXPRESS
17064,tertiary,,8204,REGIÓN DEL BIOBÍO,CONTULMO,4576.54694012423,
17176,unclassified,Los Alpes - Pichipellahuen - Tres Pinos,8205,REGIÓN DEL BIOBÍO,CURANILAHUE,4665.93958337827,LOS ALPES - PICHIPELLAHUEN - TRES PINOS
17177,unclassified,Los Alpes - Pichipellahuen - Tres Pinos,8206,REGIÓN DEL BIOBÍO,LOS ÁLAMOS,23.9542829083247,LOS ALPES - PICHIPELLAHUEN - TRES PINOS
18146,tertiary,"Siete Mañas - La Campana - Relun, sector: Lími",8207,REGIÓN DEL BIOBÍO,TIRÚA,132.638179197244,"SIETE MAÑAS - LA CAMPANA - RELUN, SECTOR: LÍMI"
18243,unclassified,,8204,REGIÓN DEL BIOBÍO,CONTULMO,137.819201490516,
18353,tertiary,Elicura - Provoque - Coihuería: Límite Regiona,8204,REGIÓN DEL BIOBÍO,CONTULMO,8075.94396902902,ELICURA - PROVOQUE - COIHUERÍA: LÍMITE REGIONA
18421,tertiary,Cruce Ruta R-42 (Purén) - Milinchique por Los A,8204,REGIÓN DEL BIOBÍO,CONTULMO,637.562007323392,CRUCE RUTA R-42 (PURÉN) - MILINCHIQUE POR LOS A
18572,unclassified,Alto Pinguidague - Bajo Pinguidague,8204,REGIÓN DEL BIOBÍO,CONTULMO,26.9057891345999,ALTO PINGUIDAGUE - BAJO PINGUIDAGUE
18690,tertiary,"Traiguén - Lumaco - Capitán Pastene - Quidico,",8204,REGIÓN DEL BIOBÍO,CONTULMO,1709.19153441153,"TRAIGUÉN - LUMACO - CAPITÁN PASTENE - QUIDICO,"
18691,tertiary,"Traiguén - Lumaco - Capitán Pastene - Quidico,",8207,REGIÓN DEL BIOBÍO,TIRÚA,219.315411748034,"TRAIGUÉN - LUMACO - CAPITÁN PASTENE - QUIDICO,"
18767,tertiary,Cruce Ruta S-36 (Riguanca) - Trovolhue San Juan,8207,REGIÓN DEL BIOBÍO,TIRÚA,2659.44078430579,CRUCE RUTA S-36 (RIGUANCA) - TROVOLHUE SAN JUAN
18834,unclassified,,8314,REGIÓN DEL BIOBÍO,ALTO BIOBÍO,7248.05232791592,
20171,primary,Avenida Arturo Prat,8411,REGIÓN DEL BIOBÍO,PINTO,368.672088286979,AVENIDA ARTURO PRAT
20175,tertiary,Cruce Ruta Q-45 (Canteras) - Quilleco - Cruce Q-,8309,REGIÓN DEL BIOBÍO,QUILLECO,9687.72359207492,CRUCE RUTA Q-45 (CANTERAS) - QUILLECO - CRUCE Q-
20637,residential,Sto Domingo,8401,REGIÓN DEL BIOBÍO,CHILLÁN,176.883332446028,STO DOMINGO
20638,residential,,8401,REGIÓN DEL BIOBÍO,CHILLÁN,31.0892754292791,
20639,residential,Gullermo Franke,8401,REGIÓN DEL BIOBÍO,CHILLÁN,89.3261241215311,GULLERMO FRANKE
20640,residential,Bayona,8401,REGIÓN DEL BIOBÍO,CHILLÁN,30.0418565218763,BAYONA
20641,residential,Burdeos,8401,REGIÓN DEL BIOBÍO,CHILLÁN,133.698001627721,BURDEOS
20642,residential,Asturias,8401,REGIÓN DEL BIOBÍO,CHILLÁN,142.698443609836,ASTURIAS
20643,residential,,8401,REGIÓN DEL BIOBÍO,CHILLÁN,133.667005225149,
20644,residential,Inés de Guzmán,8401,REGIÓN DEL BIOBÍO,CHILLÁN,92.6692735504248,INÉS DE GUZMÁN
20645,residential,Campaña del 79,8401,REGIÓN DEL BIOBÍO,CHILLÁN,214.856274488212,CAMPAÑA DEL 79
20646,residential,Sotomayor,8401,REGIÓN DEL BIOBÍO,CHILLÁN,175.708106444004,SOTOMAYOR
20647,residential,Pedro San Martín,8401,REGIÓN DEL BIOBÍO,CHILLÁN,252.367179454405,PEDRO SAN MARTÍN
20648,residential,Pasaje 2,8401,REGIÓN DEL BIOBÍO,CHILLÁN,107.072185393115,PASAJE 2
20649,residential,Pasaje 1,8401,REGIÓN DEL BIOBÍO,CHILLÁN,95.7282411612393,PASAJE 1
20650,residential,Pasaje C,8401,REGIÓN DEL BIOBÍO,CHILLÁN,93.3679683265909,PASAJE C
20651,residential,Pasaje B,8401,REGIÓN DEL BIOBÍO,CHILLÁN,92.0788139744778,PASAJE B
20652,residential,Pasaje A,8401,REGIÓN DEL BIOBÍO,CHILLÁN,178.152392496588,PASAJE A
20653,residential,Calle 1,8401,REGIÓN DEL BIOBÍO,CHILLÁN,292.089099393696,CALLE 1
20654,residential,Arturo Matte,8401,REGIÓN DEL BIOBÍO,CHILLÁN,336.083407037187,ARTURO MATTE
20655,residential,Avenida Ecuador,8401,REGIÓN DEL BIOBÍO,CHILLÁN,117.462529213465,AVENIDA ECUADOR
20656,residential,Pasaje C,8401,REGIÓN DEL BIOBÍO,CHILLÁN,102.868473724572,PASAJE C
20657,residential,Calle 1,8401,REGIÓN DEL BIOBÍO,CHILLÁN,118.961749832234,CALLE 1
20658,residential,Pasaje B,8401,REGIÓN DEL BIOBÍO,CHILLÁN,72.3511421497179,PASAJE B
20659,residential,Central Rupanco,8401,REGIÓN DEL BIOBÍO,CHILLÁN,217.096751463841,CENTRAL RUPANCO
20660,residential,,8401,REGIÓN DEL BIOBÍO,CHILLÁN,633.404881211134,
20661,residential,,8401,REGIÓN DEL BIOBÍO,CHILLÁN,549.932990835258,
20662,residential,Callejón Las Encinas,8401,REGIÓN DEL BIOBÍO,CHILLÁN,1065.31792903582,CALLEJÓN LAS ENCINAS
20663,residential,Callejón Las Encinas,8401,REGIÓN DEL BIOBÍO,CHILLÁN,2246.88300613517,CALLEJÓN LAS ENCINAS
20664,secondary,Camino Parque Lantaño,8401,REGIÓN DEL BIOBÍO,CHILLÁN,49.5964390266518,CAMINO PARQUE LANTAÑO
20665,residential,Rapa Nui,8401,REGIÓN DEL BIOBÍO,CHILLÁN,105.478651951924,RAPA NUI
20666,residential,Trinidad,8401,REGIÓN DEL BIOBÍO,CHILLÁN,105.76112462342,TRINIDAD
20667,residential,Bárbados,8401,REGIÓN DEL BIOBÍO,CHILLÁN,66.8458873205637,BÁRBADOS
20668,residential,Amazonas,8401,REGIÓN DEL BIOBÍO,CHILLÁN,106.065126128297,AMAZONAS
20669,residential,Galápagos,8401,REGIÓN DEL BIOBÍO,CHILLÁN,106.389897986765,GALÁPAGOS
20670,residential,Puerto Príncipe,8401,REGIÓN DEL BIOBÍO,CHILLÁN,105.154839842288,PUERTO PRÍNCIPE
20671,residential,Afrodita,8401,REGIÓN DEL BIOBÍO,CHILLÁN,130.617367910494,AFRODITA
20672,residential,Américo Vespucio,8401,REGIÓN DEL BIOBÍO,CHILLÁN,113.006799855621,AMÉRICO VESPUCIO
20673,residential,Río de la Plata,8401,REGIÓN DEL BIOBÍO,CHILLÁN,113.253646131395,RÍO DE LA PLATA
20674,residential,Lantaño,8401,REGIÓN DEL BIOBÍO,CHILLÁN,222.196179548473,LANTAÑO
20675,residential,Central,8401,REGIÓN DEL BIOBÍO,CHILLÁN,274.091495471247,CENTRAL
20676,residential,León Cazenave,8401,REGIÓN DEL BIOBÍO,CHILLÁN,291.791889166736,LEÓN CAZENAVE
20677,residential,Puente,8401,REGIÓN DEL BIOBÍO,CHILLÁN,174.294877119179,PUENTE
20678,residential,Recabarre,8401,REGIÓN DEL BIOBÍO,CHILLÁN,343.128025648035,RECABARRE
