X,Y,FID,Idaccident,Latitude,Longitude,Fecha,Hora,Cód_Regi,Región,Comuna,Tipo_Accid,Tipo__CONA,Zona,Ubicación,Causa,Causa__CON,Calle_Uno,Calle_Dos,Intersecci,Número,Calzada,Tipo_Calza,Estado_Cal,Condición,Estado_Atm,Fallecidos,Lesionados,Graves,Menos_Grav,Leves
-8133353.32166951,-4416119.03244339,3871,1543407,-36.834901,-73.063156,2023/07/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,COSTANERA,PUENTE CHACABUCO,COSTANERA - PUENTE CHACABUCO,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,NUBLADO,0,0,0,0,0
-8135827.50867188,-4411105.06258834,3872,1541802,-36.798843,-73.085382,2023/07/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,HUALPEN,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,LOS COPIHUES,CRISTOBAL COLON,CRISTOBAL COLON - LOS COPIHUES,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,HUMEDO,DESPEJADO,0,1,0,0,1
-8121529.74459388,-4385954.02552154,3873,1542704,-36.617713,-72.956943,2023/07/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TOME,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,SOTOMAYOR, ,- SOTOMAYOR,1080,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8137285.01476484,-4410603.90667877,3874,1541823,-36.795238,-73.098475,2023/07/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,HUALPEN,ATROPELLO,ATROPELLO,URBANA,CRUCE SIN SEÑALIZACION,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,LA RECONQUISTA,BARACALDO,BARACALDO - LA RECONQUISTA,0,BIDIRECCIONAL,CONCRETO,BUENO,HUMEDO,DESPEJADO,0,1,1,0,0
-8136073.85870501,-4407380.25158803,3875,1543196,-36.772045,-73.087595,2023/07/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ INTERMITENTE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,LA MARINA,LOS PINOS,LA MARINA - LOS PINOS,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8136073.85870501,-4407380.25158803,3876,1546280,-36.772045,-73.087595,2023/07/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE SIN SEÑALIZACION,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,IMPRUDENCIA DEL CONDUCTOR,LA MARINA,LOS PINOS,LA MARINA - LOS PINOS,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8057030.00711386,-4506296.86724267,3877,1541848,-37.480509,-72.377532,2023/07/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION FRONTAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,DUCADO DE VILLENA, ,- DUCADO DE VILLENA,103,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8056285.83631791,-4504743.5378002,3878,1541861,-37.469435,-72.370847,2023/07/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PADRE HURTADO,COMPORIO DE JESUS,COMPORIO DE JESUS - PADRE HURTADO,0,BIDIRECCIONAL,ASFALTO,BUENO,HUMEDO,LLOVIZNA,0,0,0,0,0
-8130993.90506215,-4412834.61394322,3879,1543497,-36.811283,-73.041961,2023/07/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCIR VEHICULO EN RETROCESO,IMPRUDENCIA DEL CONDUCTOR,LIENTUR,ALONSO DE RIBERA,ALONSO DE RIBERA - LIENTUR,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8125820.88832498,-4402934.50603099,3880,1544813,-36.740048,-72.995491,2023/07/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,PENCO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,O'HIGGINS, ,- O'HIGGINS,300,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-8121361.65216279,-4387822.24300731,3881,1542724,-36.631182,-72.955433,2023/07/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TOME,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,VELOCIDAD NO RAZONABLE NI PRUDENTE,VELOCIDAD IMPRUDENTE,LATORRE, ,- LATORRE,452,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,MOJADO,LLUVIA,0,0,0,0,0
-8090882.04162512,-4509837.8151355,3882,1542997,-37.505747,-72.68163,2023/07/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,NACIMIENTO,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,JULIO HEMMELMANN, ,- JULIO HEMMELMANN,1045,BIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,0,1,0,0,1
-8128445.91323738,-4414453.33372209,3883,1546712,-36.822924,-73.019072,2023/07/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEÑAL PARE,CONDUCCION CONTRA SENTIDO DEL TRANSITO,IMPRUDENCIA DEL CONDUCTOR,LOS LIRIOS,GENERAL GOROSTIAGA,GENERAL GOROSTIAGA - LOS LIRIOS,0,UNIDIRECCIONAL,CONCRETO,BUENO,MOJADO,LLUVIA,0,0,0,0,0
-8052232.24838016,-4507015.11796787,3884,1542064,-37.485629,-72.334433,2023/07/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION LATERAL,COLISION,URBANA,CRUCE SIN SEÑALIZACION,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LOS CARIBES,LOS QUECHUAS,LOS CARIBES - LOS QUECHUAS,0,BIDIRECCIONAL,ASFALTO,BUENO,MOJADO,LLUVIA,0,1,0,0,1
-8139568.2888405,-4409406.9276292,3885,1541834,-36.786627,-73.118986,2023/07/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,HUALPEN,CHOQUE,CHOQUE,URBANA,CRUCE CON SEÑAL PARE,VELOCIDAD MAYOR QUE MAXIMA PERMITIDA,VELOCIDAD IMPRUDENTE,COSTANERA,CAMINO RAMUNTCHO,CAMINO RAMUNTCHO - COSTANERA,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,HUMEDO,DESPEJADO,0,0,0,0,0
-8121387.14432618,-4384547.91095105,3886,1542734,-36.607574,-72.955662,2023/07/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TOME,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA CURVA VERTICAL,VELOCIDAD NO RAZONABLE NI PRUDENTE,VELOCIDAD IMPRUDENTE,VICENTA PALACIOS, ,- VICENTA PALACIOS,2225,BIDIRECCIONAL,CONCRETO,REGULAR,MOJADO,LLUVIA,0,0,0,0,0
-8130299.93935654,-4415936.275438,3887,1546728,-36.833587,-73.035727,2023/07/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,CHORRILLOS, ,- CHORRILLOS,1315,BIDIRECCIONAL,CONCRETO,BUENO,MOJADO,LLUVIA,0,0,0,0,0
-8130546.84598712,-4414734.10744445,3888,1546713,-36.824943,-73.037945,2023/07/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,OTROS NO CONSIDERADOS,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,SAN MARTIN, ,- SAN MARTIN,1436,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,NUBLADO,0,0,0,0,0
-8054945.99492672,-4506513.88038802,3889,1542168,-37.482056,-72.358811,2023/07/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION LATERAL,COLISION,URBANA,OTROS NO CONSIDERADOS,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,VICUÑA MACKENNA, ,- VICUÑA MACKENNA,780,BIDIRECCIONAL,CONCRETO,BUENO,HUMEDO,DESPEJADO,0,1,0,1,0
-8053420.69526387,-4505232.62799762,3890,1542174,-37.472922,-72.345109,2023/07/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEÑAL PARE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,RICARDO VICUÑA,SANTA MARIA,RICARDO VICUÑA - SANTA MARIA,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8139345.09326146,-4400814.20065655,3891,1543198,-36.724783,-73.116981,2023/07/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ INTERMITENTE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,CRISTOBAL COLON, ,- CRISTOBAL COLON,2194,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8144352.80055479,-4450915.83174509,3892,1543368,-37.084674,-73.161966,2023/07/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOTA,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CARLOS COUSIÑO,HOSPITAL,CARLOS COUSIÑO - HOSPITAL,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,NUBLADO,0,0,0,0,0
-8136792.75997655,-4405052.31536069,3893,1543202,-36.755292,-73.094053,2023/07/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,CHOQUE LATERAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,VELOCIDAD NO RAZONABLE NI PRUDENTE,VELOCIDAD IMPRUDENTE,RIO MAULE, ,- RIO MAULE,4386,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8133545.90438858,-4415901.36559089,3894,1546724,-36.833336,-73.064886,2023/07/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,COSTANERA, ,- COSTANERA,477,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-8051284.36291606,-4506748.43358465,3895,1542703,-37.483728,-72.325918,2023/07/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE POSTERIOR/POSTERIOR,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LAS INDUSTRIAS,FRANCISCO ENCINA,FRANCISCO ENCINA - LAS INDUSTRIAS,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-8130142.75623554,-4413831.31906592,3896,1547633,-36.818451,-73.034315,2023/07/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,JUAN BOSCO,FREIRE,FREIRE - JUAN BOSCO,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8137400.67571577,-4415690.51811283,3897,1543402,-36.83182,-73.099514,2023/07/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,JORGE ALESSANDRI RODRIGUEZ,RECINTO VIALIDAD,JORGE ALESSANDRI RODRIGUEZ - RECINTO VIALIDAD,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8131776.48108242,-4415274.25960055,3898,1546731,-36.828827,-73.048991,2023/07/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,CHOQUE LATERAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,SAN MARTIN, ,- SAN MARTIN,654,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8142816.25762337,-4416054.91414107,3899,1549457,-36.83444,-73.148163,2023/07/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION,COLISION,URBANA,CRUCE CON SEÑAL CEDA EL PASO,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,IMPRUDENCIA DEL CONDUCTOR,CALLE UNO,MAITENCILLO,CALLE UNO - MAITENCILLO,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,1,0
-8055191.00912596,-4504707.35136202,3900,1542706,-37.469177,-72.361012,2023/07/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,SANTA MARIA,RICARDO VICUÑA,RICARDO VICUÑA - SANTA MARIA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8198328.05941675,-4523678.04724334,3901,1542683,-37.604311,-73.646834,2023/07/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LEBU,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCIR VEHICULO EN RETROCESO,IMPRUDENCIA DEL CONDUCTOR,IGNACIO CARRERA PINTO,CEMENTERIO,CEMENTERIO - IGNACIO CARRERA PINTO,0,BIDIRECCIONAL,ASFALTO,BUENO,MOJADO,NUBLADO,0,0,0,0,0
-8135948.1789999,-4402978.26390639,3902,1543206,-36.740363,-73.086466,2023/07/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,IMPRUDENCIA DEL CONDUCTOR,VASCO NUÑEZ DE BALBOA, ,- VASCO NUÑEZ DE BALBOA,7221,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8060771.12124095,-4444139.99627317,3903,1542686,-37.036101,-72.411139,2023/07/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CABRERO,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,VIAL, ,- VIAL,350,UNIDIRECCIONAL,ASFALTO,BUENO,HUMEDO,NUBLADO,0,0,0,0,0
-8056270.80818665,-4504869.34976075,3904,1542725,-37.470332,-72.370712,2023/07/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE LADO/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,PADRE HURTADO,ÑUBLE,ÑUBLE - PADRE HURTADO,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,NUBLADO,0,0,0,0,0
-8136423.51322559,-4416950.37999681,3905,1543403,-36.840878,-73.090736,2023/07/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANA,PUENTE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PUENTE LLACOLEN,PINCHEIRA,PINCHEIRA - PUENTE LLACOLEN,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8135868.69688348,-4416389.27933958,3906,1550733,-36.836844,-73.085752,2023/07/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANA,PUENTE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PUENTE LLACOLEN, ,- PUENTE LLACOLEN,0,BIDIRECCIONAL,CONCRETO,REGULAR,SECO,DESPEJADO,0,0,0,0,0
-8129197.09716125,-4413687.1192046,3907,1546746,-36.817414,-73.02582,2023/07/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,CHOQUE POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,GENERAL NOVOA,BERNARDINO CORRAL,BERNARDINO CORRAL - GENERAL NOVOA,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8130579.57391741,-4414472.38549373,3908,1546735,-36.823061,-73.038239,2023/07/03 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,VELOCIDAD NO RAZONABLE NI PRUDENTE,VELOCIDAD IMPRUDENTE,O'HIGGINS, ,- O'HIGGINS,1564,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8052080.07463625,-4503547.06716494,3909,1542726,-37.460904,-72.333066,2023/07/04 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,COSTANERA QUILQUE NORTE,ORIENTE,COSTANERA QUILQUE NORTE - ORIENTE,0,BIDIRECCIONAL,CONCRETO,BUENO,MOJADO,LLUVIA,0,0,0,0,0
-8134121.53747548,-4412992.70672825,3910,1546777,-36.81242,-73.070057,2023/07/04 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,21 DE MAYO,VALENZUELA,21 DE MAYO - VALENZUELA,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,MOJADO,LLUVIA,0,1,0,0,1
-8131251.16440537,-4420183.33588921,3911,1545283,-36.864117,-73.044272,2023/07/04 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CHIGUAYANTE,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CAMINO A CHIGUAYANTE,RAMON HARRIET,CAMINO A CHIGUAYANTE - RAMON HARRIET,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,REGULAR,HUMEDO,NUBLADO,0,5,0,1,4
-8139345.09326146,-4400814.20065655,3912,1546271,-36.724783,-73.116981,2023/07/04 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,CRISTOBAL COLON, ,- CRISTOBAL COLON,2194,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8131801.63928734,-4414358.63162612,3913,1543442,-36.822243,-73.049217,2023/07/04 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,IMPRUDENCIA DEL CONDUCTOR,LOS CARRERA,COSTANERA,COSTANERA - LOS CARRERA,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,HUMEDO,DESPEJADO,0,0,0,0,0
-8090225.25662944,-4509103.5151827,3914,1543960,-37.500514,-72.67573,2023/07/04 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,NACIMIENTO,CHOQUE POSTERIOR,CHOQUE,URBANA,CRUCE CON SEÑAL PARE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LA CRUZ,SAN MARTIN,LA CRUZ - SAN MARTIN,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,0,0,0,0,0
-8133724.79481029,-4415310.5581411,3915,1543507,-36.829088,-73.066493,2023/07/04 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ZAÑARTU,CALETERA LOS CARRERA,CALETERA LOS CARRERA - ZAÑARTU,0,UNIDIRECCIONAL,CONCRETO,BUENO,HUMEDO,LLOVIZNA,0,0,0,0,0
-8131107.33962327,-4414907.66518878,3916,1543406,-36.826191,-73.04298,2023/07/04 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PEDRO AGUIRRE CERDA,VICTORIA,PEDRO AGUIRRE CERDA - VICTORIA,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,HUMEDO,NUBLADO,0,0,0,0,0
-8132357.34618538,-4416066.73635865,3917,1546770,-36.834525,-73.054209,2023/07/04 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEÑAL PARE,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,SERRANO,VICTOR LAMAS,SERRANO - VICTOR LAMAS,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8135772.40552394,-4404426.26468044,3918,1546283,-36.750786,-73.084887,2023/07/04 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE,IMPRUDENCIA DEL CONDUCTOR,JUAN GUILLERMO SOSA, ,- JUAN GUILLERMO SOSA,4459,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8053908.94255049,-4504289.95403392,3919,1543350,-37.466201,-72.349495,2023/07/05 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,TUCAPEL,ALMAGRO,ALMAGRO - TUCAPEL,0,BIDIRECCIONAL,CONCRETO,BUENO,HUMEDO,NUBLADO,0,0,0,0,0
-8128780.5396267,-4429157.96194278,3920,1543952,-36.928591,-73.022078,2023/07/05 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CHIGUAYANTE,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,21 DEMAYO,IV CENTENARIO,21 DEMAYO - IV CENTENARIO,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,4,0,2,2
-8131121.92247656,-4412559.86900737,3921,1545268,-36.809307,-73.043111,2023/07/05 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION FRONTAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LIENTUR, ,- LIENTUR,200,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
