X,Y,FID,Idaccident,Latitude,Longitude,Fecha,Hora,Cód_Regi,Región,Comuna,Tipo_Accid,Tipo__CONA,Zona,Ubicación,Causa,Causa__CON,Calle_Uno,Calle_Dos,Intersecci,Número,Calzada,Tipo_Calza,Estado_Cal,Condición,Estado_Atm,Fallecidos,Lesionados,Graves,Menos_Grav,Leves
-8041913.59950057,-4540191.94471371,1,1506977,-37.721745,-72.241739,2023/01/27 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,MULCHEN,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,VILLAGRA, ,- VILLAGRA,229,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8132594.34538128,-4416177.58767311,2,1505762,-36.835322,-73.056338,2023/01/27 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ESMERALDA,VICTOR LAMAS,ESMERALDA - VICTOR LAMAS,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8139261.1583654,-4400796.00660753,3,1507347,-36.724652,-73.116227,2023/01/27 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,IMPRUDENCIA DEL CONDUCTOR,BILBAO, ,- BILBAO,446,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8130508.77472127,-4413646.51554602,4,1506431,-36.817122,-73.037603,2023/01/27 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,LOS CARRERA, ,- LOS CARRERA,1837,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8142725.42091889,-4416644.37200312,5,1509574,-36.838678,-73.147347,2023/01/27 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE SIN SEÑALIZACION,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,IMPRUDENCIA DEL CONDUCTOR,IRENE MORALES,PASAJE UNO,IRENE MORALES - PASAJE UNO,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,4,0,0,4
-8053749.86699815,-4505048.46259239,6,1506669,-37.471609,-72.348066,2023/01/27 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE FRENTE/LADO,CHOQUE,URBANA,OTROS NO CONSIDERADOS,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CAUPOLICAN, ,- CAUPOLICAN,200,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8131398.21745271,-4410548.16236123,7,1505767,-36.794837,-73.045593,2023/01/27 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANA,TRAMO DE VIA RECTA,"CONDICIONES FISICAS DEFICIENTES (CANSANCIO, SUEÑO)",DROGAS Y/O FATIGA EN CONDUCTOR,ABDON CIFUENTES, ,- ABDON CIFUENTES,14,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8131160.32770088,-4414275.33341602,8,1506459,-36.821644,-73.043456,2023/01/27 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,IMPRUDENCIA DEL CONDUCTOR,PAICAVI, ,- PAICAVI,651,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8131384.41383585,-4414851.89832927,9,1506478,-36.82579,-73.045469,2023/01/27 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,O'HIGGINS,TUCAPEL,O'HIGGINS - TUCAPEL,0,UNIDIRECCIONAL,CONCRETO,REGULAR,SECO,DESPEJADO,0,2,0,1,1
-8131384.41383585,-4414851.89832927,10,1506473,-36.82579,-73.045469,2023/01/27 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,VELOCIDAD NO RAZONABLE NI PRUDENTE,VELOCIDAD IMPRUDENTE,O'HIGGINS,TUCAPEL,O'HIGGINS - TUCAPEL,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8139085.16225046,-4407329.94400236,11,1506018,-36.771683,-73.114646,2023/01/27 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,ROTONDA,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,COSTANERA,GRAN BRETAÑA,COSTANERA - GRAN BRETAÑA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8015414.55131469,-4534921.5167893,12,1506271,-37.684286,-72.003694,2023/01/27 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,QUILACO,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ARTURO PRAT, ,- ARTURO PRAT,1338,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8131740.5248869,-4413785.98697997,13,1505785,-36.818125,-73.048668,2023/01/27 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,CHOQUE LADO/FRENTE,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,MANUEL BULNES,OROMPELLO,MANUEL BULNES - OROMPELLO,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8053522.21863948,-4502775.06474215,14,1506392,-37.455399,-72.346021,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE LADO/LADO,CHOQUE,URBANA,CRUCE CON SEÑAL PARE,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,GUACOLDA,ESMERALDA,ESMERALDA - GUACOLDA,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8052493.06994709,-4504459.51969446,15,1506788,-37.46741,-72.336776,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE FRENTE/LADO,CHOQUE,URBANA,OTROS NO CONSIDERADOS,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,GENARO REYES, ,- GENARO REYES,581,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8056401.71990783,-4504264.00750395,16,1506781,-37.466016,-72.371888,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,GALVARINO,PADRE HURTADO,GALVARINO - PADRE HURTADO,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,2,1,0,1
-8041247.46366766,-4539191.51373327,17,1506748,-37.714636,-72.235755,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,MULCHEN,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,SALVO, ,- SALVO,1160,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8088114.86172298,-4509219.13629793,18,1506821,-37.501338,-72.656772,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,NACIMIENTO,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,CAMINO VECINAL LA SUERTE, ,- CAMINO VECINAL LA SUERTE,2,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8121077.89878075,-4383660.56875992,19,1506041,-36.601175,-72.952884,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TOME,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,VICENTE PALACIOS,COCHRANE,COCHRANE - VICENTE PALACIOS,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8139165.86888128,-4416550.90222554,20,1509583,-36.838006,-73.115371,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,PEDRO AGUIRRE CERDA,LOS AVELLANOS,LOS AVELLANOS - PEDRO AGUIRRE CERDA,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8130097.22656381,-4412508.70271755,21,1506775,-36.808939,-73.033906,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,CAMILO HENRIQUEZ,ALONSO DE RIBERA,ALONSO DE RIBERA - CAMILO HENRIQUEZ,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8131174.24263723,-4414916.28752232,22,1506610,-36.826253,-73.043581,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,HECHO DELICTUAL,OTRAS CAUSAS,OROMPELLO,SAN MARTIN,OROMPELLO - SAN MARTIN,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8129867.01785685,-4426695.07995282,23,1506611,-36.910903,-73.031838,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CHIGUAYANTE,COLISION POR ALCANCE,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,8 ORIENTE,BILBAO,8 ORIENTE - BILBAO,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,4,0,0,4
-8053460.99291954,-4502908.98661058,24,1506780,-37.456354,-72.345471,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ALMAGRO, ,- ALMAGRO,1540,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8051886.49004176,-4508140.00873599,25,1506683,-37.493647,-72.331327,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LAUQUEN,2 ORIENTE,2 ORIENTE - LAUQUEN,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8144429.94496191,-4437679.1411728,26,1508897,-36.989757,-73.162659,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CORONEL,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LOS COPIHUES,LOS ROBLES,LOS COPIHUES - LOS ROBLES,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8136493.75582428,-4410697.60227394,27,1506043,-36.795912,-73.091367,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,VELOCIDAD MAYOR QUE MAXIMA PERMITIDA,VELOCIDAD IMPRUDENTE,CAMINO DESEMBOCADURA,CAMINO A RAMUNTCHO,CAMINO A RAMUNTCHO - CAMINO DESEMBOCADURA,0,BIDIRECCIONAL,RIPIO,REGULAR, ,DESPEJADO,0,1,0,0,1
-8132575.75502632,-4415642.6746757,28,1506630,-36.831476,-73.056171,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,SERRANO,SAN MARTIN,SAN MARTIN - SERRANO,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8121567.48190126,-4386181.48424894,29,1506783,-36.619353,-72.957282,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TOME,CHOQUE LADO/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,IGNACIO SERRANO, ,- IGNACIO SERRANO,974,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8120893.77634298,-4384352.38150092,30,1505965,-36.606164,-72.95123,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TOME,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,MARIANO EGAÑA,OROMPELLO,MARIANO EGAÑA - OROMPELLO,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8126933.52663546,-4414290.21301507,31,1506661,-36.821751,-73.005486,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,COLLAO, ,- COLLAO,1883,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8144368.27396401,-4436128.78185736,32,1508906,-36.978632,-73.162105,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CORONEL,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION BAJO LA INFLUENCIA DEL ALCOHOL,ALCOHOL EN CONDUCTOR,ADRIAN PEREZ,LOS ROBLES,ADRIAN PEREZ - LOS ROBLES,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8162179.72644941,-4472984.37223506,33,1508480,-37.242658,-73.322108,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,ARAUCO,CHOQUE LADO/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ARTURO PRAT,FRESIA,ARTURO PRAT - FRESIA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8137271.99038442,-4417411.07772438,34,1509584,-36.84419,-73.098358,2023/01/28 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION POR ALCANCE,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,IMPRUDENCIA DEL CONDUCTOR,MICHIMALONCO,LOS CANELOS,LOS CANELOS - MICHIMALONCO,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8140191.23271098,-4399430.01381692,35,1507349,-36.714816,-73.124582,2023/01/29 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,ADELANTAMIENTO SOBREPASANDO LINEA CONTINUA,IMPRUDENCIA DEL CONDUCTOR,CALETA TUMBES, ,- CALETA TUMBES,480,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8128946.85094595,-4413660.00373049,36,1506711,-36.817219,-73.023572,2023/01/29 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,COLLAO,TEGUALDA,COLLAO - TEGUALDA,0,UNIDIRECCIONAL,CONCRETO,REGULAR,SECO,DESPEJADO,0,0,0,0,0
-8139345.09326146,-4400814.20065655,37,1507352,-36.724783,-73.116981,2023/01/29 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,CRISTOBAL COLON, ,- CRISTOBAL COLON,3300,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,3,0,0,3
-8121490.67145262,-4385936.68892673,38,1506063,-36.617588,-72.956592,2023/01/29 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TOME,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,CRUCE CON SEÑAL CEDA EL PASO,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,DESOBEDIENCIA A SEÑALIZACION,BRASIL,MALDONADO,BRASIL - MALDONADO,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8164097.64995629,-4506313.42012327,39,1506728,-37.480627,-73.339337,2023/01/29 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CURANILAHUE,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEÑAL PARE,SEÑALIZACION DESOBEDECER SEÑAL PARE,DESOBEDIENCIA A SEÑALIZACION,PEDRO AGUIRRE CERDA,ENRIQUE MUHAT,ENRIQUE MUHAT - PEDRO AGUIRRE CERDA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8130263.31524407,-4413555.4359849,40,1506719,-36.816467,-73.035398,2023/01/29 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,LOS CARRERA,VILUMILLA,LOS CARRERA - VILUMILLA,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8132804.96185786,-4413804.48133527,41,1506155,-36.818258,-73.05823,2023/01/29 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,RENGO,MANUEL RODRIGUEZ,MANUEL RODRIGUEZ - RENGO,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-8131319.51457272,-4415333.78370903,42,1506802,-36.829255,-73.044886,2023/01/29 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,"CONDICIONES FISICAS DEFICIENTES (CANSANCIO, SUEÑO)",DROGAS Y/O FATIGA EN CONDUCTOR,CASTELLON,CHACABUCO,CASTELLON - CHACABUCO,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8090887.38496067,-4508983.8262218,43,1506863,-37.499661,-72.681678,2023/01/29 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,NACIMIENTO,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,LEONCIO GALLEGOS,SAN MARTIN,LEONCIO GALLEGOS - SAN MARTIN,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8137128.83351925,-4415342.82361445,44,1509585,-36.82932,-73.097072,2023/01/29 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION LATERAL,COLISION,URBANA,ENLACE A NIVEL,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,PEDRO AGUIRRE CERDA,PRESIDENTE JORGE ALESSANDRI RODRIGUEZ,PEDRO AGUIRRE CERDA - PRESIDENTE JORGE ALESSANDRI RODRIGUEZ,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8172275.62502793,-4524686.12658404,45,1508272,-37.611485,-73.412801,2023/01/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ALAMOS,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEÑAL CEDA EL PASO,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,O'HIGGINS,LAUTARO,LAUTARO - O'HIGGINS,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8132650.11644617,-4415149.92760699,46,1506963,-36.827933,-73.056839,2023/01/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,FREIRE,SALAS,FREIRE - SALAS,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-8132259.38503349,-4417201.03492091,47,1507034,-36.84268,-73.053329,2023/01/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,CRUCE CON SEÑAL CEDA EL PASO,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,IMPRUDENCIA DEL CONDUCTOR,PEDRO DE VALDIVIA,BAHAMONDES,BAHAMONDES - PEDRO DE VALDIVIA,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-8172014.02422456,-4524452.29522669,48,1508275,-37.609821,-73.410451,2023/01/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ALAMOS,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,DIEGO PORTALES, ,- DIEGO PORTALES,1440,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,1,0
-8170655.03588096,-4550728.40611816,49,1508057,-37.796575,-73.398243,2023/01/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CAÑETE,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,SAAVEDRA,TUCAPEL,SAAVEDRA - TUCAPEL,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8091517.56459805,-4508817.13390964,50,1506877,-37.498473,-72.687339,2023/01/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,NACIMIENTO,COLISION POR ALCANCE,COLISION,URBANA,CRUCE CON SEÑAL PARE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,SAN MARTIN,JULIO HEMMELMANN,JULIO HEMMELMANN - SAN MARTIN,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8132071.92301099,-4412481.59024519,51,1506500,-36.808744,-73.051645,2023/01/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,CAIDA,CAIDA,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,PASAJERO SUBE O DESCIENDE DE VEHICULO MOVIMIENTO,IMPRUDENCIA DEL PASAJERO,PAICAVI,JUAN DE DIOS RIVERA,JUAN DE DIOS RIVERA - PAICAVI,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-8161512.03214363,-4473726.36090253,52,1508493,-37.247964,-73.31611,2023/01/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,ARAUCO,CHOQUE POSTERIOR/LADO,CHOQUE,URBANA,OTROS NO CONSIDERADOS,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,COVADONGA, ,- COVADONGA,391,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
